MetaboliteId	ClusterId
49152	294002
49154	294002
393218	294223
11	294631
13	294631
712711	294071
712746	294067
1024045	294382
1310774	294629
1024043	294382
1310776	294629
786484	294630
1171497	294068
786486	294630
483387	294221
868401	294265
1278034	294627
860239	294380
1278032	294627
524353	294628
1171548	294086
303179	294911
819291	294620
1310792	294622
1310794	294622
1024108	294372
1024106	294372
852068	295445
385130	293977
1138785	295711
786557	294616
786555	294616
852083	294899
868466	294907
1278099	294618
1196178	294000
1138835	294060
8323	294577
1138834	294060
1024138	294371
1196180	294000
712858	294062
393366	294613
516246	294056
393364	294613
712857	294062
516244	294056
1155208	295433
778385	294058
778384	294058
1065101	295196
786600	294200
1196214	294006
166	294198
1196212	294006
168	294198
786596	294200
835749	294004
843941	294010
835750	294004
1278137	294202
1089722	295522
1474748	294369
1196222	293998
1196220	293998
1024191	294374
843965	294052
704699	293997
704697	293997
1114322	294204
1114324	294204
712911	294054
1286358	294891
712909	294054
1417437	295679
1024198	294373
1417436	295679
1417439	294351
1024196	294373
1417438	294370
843968	294049
1417433	294731
1417432	295454
1417435	295686
1024192	294374
753883	294209
753882	294209
712926	294050
8412	295112
516327	294047
1278194	295750
516326	294047
1114356	294207
712931	294048
819430	294211
712928	294050
1417445	294599
1417444	294973
1024253	294367
393461	294213
1016060	295472
1024251	294367
1417443	294061
1417442	295588
229626	294215
1286376	294024
229624	294215
253	294206
1114351	294207
393464	294213
256	294206
868621	294450
786696	294225
680204	294046
680205	294046
1114393	294232
786694	294225
1114397	294232
393490	294227
885017	295155
1114372	294229
753950	294231
1114375	294229
753948	294231
229659	294236
229661	294236
1196301	294845
868626	294450
885036	294124
1278263	294238
1278265	294238
942398	294121
999743	294446
1114403	294240
1024311	294365
1024309	294365
1114449	294242
1114451	294242
819535	294248
330	294233
331	294233
1458522	294270
1294686	294445
999745	294446
1294684	294445
876893	294044
1278274	294459
1278276	294459
368984	294303
1319242	294311
368986	294303
786799	294460
516450	294903
1171835	294045
1171834	294045
442728	294745
367	294453
1114494	294454
876898	294044
1024383	294301
999807	294448
369	294453
754042	294455
1188192	293993
1163618	294447
1024379	294301
1163620	294447
1171817	294042
379	294456
786801	294460
1171856	294043
1163664	294440
1163666	294440
516484	294040
516482	294040
1196443	294438
1196441	294438
680326	294041
999809	294448
680325	294041
1114497	294454
950687	294474
786845	294471
393620	294477
786847	294471
393618	294477
754078	294480
754076	294480
1024402	294307
1171855	294043
1024400	294307
1114547	294487
1114549	294487
852393	294643
1089973	294305
1089975	294305
950689	294474
942525	294038
885177	295093
516530	294039
827829	294136
393660	294489
680369	295723
1065388	294444
1065389	294444
1114581	294491
754126	294481
885192	294948
393664	294489
754125	294481
1114582	294491
860612	294297
1294814	295748
868800	295695
942558	294037
229844	294686
999894	294442
410076	294909
754135	294482
1114608	294504
1114611	294483
1425905	295641
1196536	295486
786912	294484
786914	294484
1057278	294295
1188348	294086
1057279	294295
786941	294502
786943	294502
467444	294299
1286631	294739
852475	294691
1114602	294504
1278483	294507
754191	294416
754189	294416
868868	295377
827910	294048
909825	294035
909853	294036
1278466	294418
1278464	294418
909851	294036
1278475	294420
1114632	294422
1114634	294422
1278477	294420
548	294411
885289	294551
550	294411
524846	295780
942632	294033
555	294412
819751	295008
786976	294413
246319	294434
786978	294413
246317	294434
901693	294430
901694	294430
565	294414
999993	294429
567	294414
1114667	294427
1294889	294257
999988	294429
909872	294034
1065517	294473
950832	294428
1114670	294427
926278	294298
918086	294431
467534	295600
926274	294294
1294940	294949
885314	294535
123473	294600
1114691	294437
393812	294439
1114693	294437
524892	294441
393811	294439
524894	294441
885338	294540
1024620	294848
246374	294424
1286772	295030
246372	294424
139883	295677
787045	294443
787047	294443
246391	294423
246389	294423
1196650	294028
1196651	294028
467581	294293
877169	294031
877171	294031
1188498	294292
246402	294426
1188496	294292
1286806	295662
787081	294432
246404	294426
787079	294432
1090203	294289
1090204	294289
1196700	295272
787103	294433
819860	294603
1163917	294425
1163919	294425
1295027	294417
1295024	294417
1409718	295151
393889	294776
524960	294435
1188538	294288
524962	294435
1188540	294288
1057445	295489
1180325	294436
787124	294449
787126	294449
1180328	294436
1278638	294451
271034	295368
1278636	294451
819919	295535
718	294452
720	294452
426707	294880
754387	294364
754385	294364
844496	294032
1278670	294366
844498	294032
885459	295590
1278668	294366
1196786	294415
1196784	294415
1180414	294368
869117	295043
1180387	295714
1188581	294127
1090280	294291
761	294369
885495	294559
1090282	294291
516861	294029
516859	294029
1196818	294020
1434388	295109
1049364	294734
844553	294030
1049365	294734
844550	294030
828189	294707
1008428	294027
1278775	294360
860964	294290
1278777	294360
1057595	294026
697146	294285
803646	294456
926525	294284
664383	294287
926523	294284
877368	294028
1164071	294421
1164073	294421
1000244	294846
1303340	295159
926543	294286
861007	294331
664384	294287
1467228	295483
926528	294333
1090368	294332
1164102	294419
1164105	294419
508766	295396
230234	294544
525142	294361
863	294362
1196877	294023
861010	294331
369498	294328
344933	294773
865	294362
140132	294327
648047	295498
140133	294327
803685	294164
631651	294330
1106812	294026
1295230	295002
525178	294363
1057637	294809
1467233	295483
1196906	294501
639860	294509
525174	294363
1196908	294501
639862	294509
58241	294024
1000334	294506
697229	294329
140171	294533
910	294387
1418116	294290
525210	294388
1057674	295481
1000336	294506
928	294389
140194	294513
787370	294393
1164214	293988
1172412	294025
598948	294325
1172415	294025
598950	294325
754611	294394
754610	294394
983989	294395
983988	294395
962	294396
1156055	294324
58310	294022
1156054	294324
1008601	294023
1008596	294020
418788	294021
525290	294390
525292	294390
418787	294021
877541	294018
680931	295136
508908	294361
1000419	294495
1278974	294391
877539	294018
1000416	294495
1197027	294493
1197024	294493
910331	295337
877557	294019
877559	294019
1115118	294137
525320	295218
640009	295474
877577	294017
877579	294017
885765	294392
885764	294392
754694	294407
1197062	294499
525342	295751
1197060	294499
820241	294835
1056	294408
861231	294326
1060	294408
246822	294497
525358	294409
246821	294497
861220	294321
1123388	294320
1123390	294320
525360	294409
1083	294410
861233	294326
140355	294526
525385	294336
525387	294336
1049683	294337
1049685	294337
648270	294015
394319	294294
1303640	294016
525404	294338
427091	294368
525406	294338
1049672	294339
1295434	294052
1049677	294339
1049714	294334
902249	294486
754799	294335
902248	294486
754798	294335
1049719	294334
861284	294323
1492091	294507
1492089	294972
42098	294322
877694	294012
42100	294322
869499	295679
509040	295421
1279080	294264
1025167	294317
1025166	294317
1303703	294014
1197206	294485
1025162	294316
