MetaboliteId	ClusterId
0	287899
1310740	287901
393220	287896
524298	287898
393221	287893
393219	287896
1310739	287894
589829	286815
851969	293397
851968	288430
786463	287891
393232	287892
393233	287892
1179700	287882
1179701	287883
1179710	286767
917539	286764
1179708	286763
524344	286766
1310758	286765
786495	286760
917565	286762
1310759	286759
524348	286761
917563	286768
917560	286778
524336	286777
852021	288920
393276	286774
917557	286773
524340	286777
917555	286773
917552	286775
1310762	286776
393286	286770
393287	286770
1179729	286769
524364	286772
917579	286771
524367	286772
524352	286761
852039	293425
524355	286746
983108	291477
852032	288687
524359	286746
524376	286748
1179715	286747
983132	293526
524380	286748
589917	293259
983131	291365
393299	286743
524382	286742
589918	293259
1179723	286745
1179720	286744
1179726	286769
983120	293191
524398	286740
983144	289084
524385	286739
393324	286741
1310846	286756
393322	286755
524388	286739
393323	286755
589927	293259
524412	286758
524415	286758
589937	288434
524401	286757
589936	288434
852084	290665
524403	286757
983174	287323
852097	288436
589956	293909
917632	286752
393390	286751
589987	292573
393389	286751
1310904	286754
524469	286753
1310891	286750
1179862	286749
786629	286695
983238	292393
1179870	286749
786626	286695
983232	293436
212	286692
216	286692
219	286691
222	286691
225	286694
917741	286693
228	286694
917738	286684
983274	292393
917736	286682
231	286690
524512	286687
234	286690
524516	286687
237	286681
238	286681
239	286692
786685	286738
917754	286737
786682	286738
917746	286733
917747	286733
917744	286731
524552	286736
258	286735
786702	286724
917773	286723
1179921	286729
524556	286726
786697	286622
524559	286624
524546	286726
393483	286623
1179935	286619
270	286618
1114398	291942
1179906	286621
1310980	286620
983324	288998
1310976	286612
393489	286623
1310979	286609
1310990	286617
1310991	286654
786706	286653
1179954	286656
1311029	286655
1179965	286650
1114401	293896
262452	286649
786750	286652
1048868	286651
1179943	286644
983353	288449
262463	286649
1179945	286641
1048876	286549
1179951	286570
983346	288469
1179949	286569
1179986	286572
983370	288470
983369	293500
1179989	286571
1179995	286566
786753	286652
983361	288465
1179969	286565
524636	286568
1179982	286567
1179983	286564
524631	286568
1311051	290003
1311094	290002
786813	290001
590200	293259
371	290007
983420	287203
1180006	290006
786810	290001
1180004	290005
786805	286622
378	290007
1180008	290004
381	289949
382	289949
852339	288467
983409	287803
1180051	289946
524682	289943
388	289965
1180055	289964
1311122	289963
391	289965
983432	288461
393	289962
590213	293259
524677	289943
399	289962
1048961	289969
402	289968
393621	289967
404	289968
1180039	289966
1180042	289917
590225	288463
1180046	289914
852368	288457
393624	289967
983471	286777
983470	288459
983469	293567
1049012	289930
786851	289934
983456	288454
524729	289933
1180071	289932
983482	288456
1180069	289931
262589	289938
1180075	289937
917940	289936
1180072	289935
917938	289936
1311145	289885
524744	289899
786892	289898
1180115	289903
1311189	289902
262599	289938
524747	289899
393666	289901
786888	289898
917960	289900
393665	289901
524751	289907
1049048	289906
393676	289905
1311193	289904
393686	289869
917982	289868
1180098	289867
1311172	289873
983519	287548
