1802373	R_124@ymn1_0	Folate Metabolism
1802372	R_125@ymn1_0	Folate Metabolism
1802750	R_1211@ymn1_0	Folate Metabolism
1802429	R_1126@ymn1_0	Folate Metabolism
1802748	R_1212@ymn1_0	Folate Metabolism
1803764	R_242@ymn1_0	Folate Metabolism
1802338	R_586@ymn1_0	Folate Metabolism
1803617	R_403@ymn1_0	Folate Metabolism
1802336	R_587@ymn1_0	Folate Metabolism
1803623	R_401@ymn1_0	Folate Metabolism
1802342	R_584@ymn1_0	Folate Metabolism
1802534	R_160@ymn1_0	Folate Metabolism
1804069	R_756@ymn1_0	Folate Metabolism
1802340	R_585@ymn1_0	Folate Metabolism
1803620	R_402@ymn1_0	Folate Metabolism
1802404	R_573@ymn1_0	Folate Metabolism
1768474	R_FOL2@iTO977	Folate Metabolism
1767192	R_DFR1_1@iTO977	Folate Metabolism
1768472	R_FOL3@iTO977	Folate Metabolism
1767193	R_DFR1_2@iTO977	Folate Metabolism
1767934	R_U89_@iTO977	Folate Metabolism
1767984	R_U88_@iTO977	Folate Metabolism
1767505	R_YDL100C@iTO977	Folate Metabolism
1767094	R_PHO8@iTO977	Folate Metabolism
1768066	R_FOL1_1@iTO977	Folate Metabolism
1768067	R_FOL1_2@iTO977	Folate Metabolism
1767969	R_U87_@iTO977	Folate Metabolism
1768070	R_FOL1_4@iTO977	Folate Metabolism
1768038	R_U90_@iTO977	Folate Metabolism
1768039	R_U91_@iTO977	Folate Metabolism
1768100	R_ABZ1@iTO977	Folate Metabolism
1768069	R_FOL1_3@iTO977	Folate Metabolism
1767945	R_ADE3_3@iTO977	Folate Metabolism
1767951	R_MIS1_1@iTO977	Folate Metabolism
1767618	R_MET12@iTO977	Folate Metabolism
1767952	R_MIS1_2@iTO977	Folate Metabolism
1767953	R_MIS1_3@iTO977	Folate Metabolism
1767158	R_MTD1@iTO977	Folate Metabolism
1767942	R_ADE3_2@iTO977	Folate Metabolism
1767943	R_ADE3_1@iTO977	Folate Metabolism
1812648	R_MTD1@iIN800	Folate Metabolism
1813535	R_MIS1_3@iIN800	Folate Metabolism
1813534	R_MIS1_2@iIN800	Folate Metabolism
1813533	R_MIS1_1@iIN800	Folate Metabolism
1813527	R_ADE3_3@iIN800	Folate Metabolism
1813174	R_MET12@iIN800	Folate Metabolism
1813525	R_ADE3_1@iIN800	Folate Metabolism
1813173	R_MET13@iIN800	Folate Metabolism
1813524	R_ADE3_2@iIN800	Folate Metabolism
1757662	R_MTHFC@iMM904	Folate Metabolism
1756830	R_ASPOcm@iMM904	Folate Metabolism
1757599	R_DHFS@iMM904	Folate Metabolism
1757661	R_MTHFD@iMM904	Folate Metabolism
1756627	R_DHNPAm@iMM904	Folate Metabolism
1756947	R_FTHFI@iMM904	Folate Metabolism
1757334	R_FTHFLi@iMM904	Folate Metabolism
1757268	R_MTHFR3@iMM904	Folate Metabolism
1756617	R_FTHFLmi@iMM904	Folate Metabolism
1757251	R_DHFRim@iMM904	Folate Metabolism
1756485	R_GTPCI@iMM904	Folate Metabolism
1757754	R_ADCL@iMM904	Folate Metabolism
1757305	R_HPPKm@iMM904	Folate Metabolism
1757369	R_MTHFCm@iMM904	Folate Metabolism
1757759	R_ADCS@iMM904	Folate Metabolism
1757308	R_THFGLUS@iMM904	Folate Metabolism
1757175	R_MTHFD2i@iMM904	Folate Metabolism
1757045	R_THFATm@iMM904	Folate Metabolism
1757429	R_FTHFCL@iMM904	Folate Metabolism
1756331	R_DHFRi@iMM904	Folate Metabolism
1756843	R_DNTPPA@iMM904	Folate Metabolism
1757417	R_MTHFDm@iMM904	Folate Metabolism
1757225	R_FOLD3m@iMM904	Folate Metabolism
1757289	R_DHPSm@iMM904	Folate Metabolism
1756972	R_DNMPPA@iMM904	Folate Metabolism
1756321	R_QULNS@iMM904	Folate Metabolism
1757286	R_AKP1@iMM904	Folate Metabolism
1756775	R_FTHFCLm@iMM904	Folate Metabolism
1797881	R_MTD1@iFF708	Folate Metabolism
1797951	R_MIS1_2@iFF708	Folate Metabolism
1797950	R_MIS1_1@iFF708	Folate Metabolism
1798739	R_MET13@iFF708	Folate Metabolism
1797938	R_ADE3_1@iFF708	Folate Metabolism
1797953	R_MIS1_3@iFF708	Folate Metabolism
1797937	R_ADE3_2@iFF708	Folate Metabolism
1797940	R_ADE3_3@iFF708	Folate Metabolism
1798740	R_MET12@iFF708	Folate Metabolism
1798811	R_FOL2@iFF708	Folate Metabolism
1798107	R_U91_@iFF708	Folate Metabolism
1797978	R_U87_@iFF708	Folate Metabolism
1798809	R_FOL3@iFF708	Folate Metabolism
1798105	R_U90_@iFF708	Folate Metabolism
1798014	R_U88_@iFF708	Folate Metabolism
1797725	R_MET7@iFF708	Folate Metabolism
1798163	R_FOL1_2@iFF708	Folate Metabolism
1798162	R_FOL1_1@iFF708	Folate Metabolism
1798166	R_FOL1_4@iFF708	Folate Metabolism
1798164	R_FOL1_3@iFF708	Folate Metabolism
1798223	R_ABZ1@iFF708	Folate Metabolism
1797954	R_DFR1_2@iFF708	Folate Metabolism
1797952	R_DFR1_1@iFF708	Folate Metabolism
1797920	R_U89_@iFF708	Folate Metabolism
1798784	R_GET3@iFF708	Folate Metabolism
1797767	R_PHO8@iFF708	Folate Metabolism
1798022	R_RMA1@iFF708	Folate Metabolism
1808857	R_DHNPAm@MODELID_222668	Folate Metabolism
1808798	R_FTHFLm@MODELID_222668	Folate Metabolism
1808414	R_DHFRi@MODELID_222668	Folate Metabolism
1809297	R_MTHFC@MODELID_222668	Folate Metabolism
1809296	R_MTHFD@MODELID_222668	Folate Metabolism
1808599	R_FOLD3m@MODELID_222668	Folate Metabolism
1809109	R_FTHFCLm@MODELID_222668	Folate Metabolism
1808916	R_FTHFCL@MODELID_222668	Folate Metabolism
1808651	R_DHFRim@MODELID_222668	Folate Metabolism
1809419	R_ADCL@MODELID_222668	Folate Metabolism
1808715	R_AKP1@MODELID_222668	Folate Metabolism
1808399	R_QULNS@MODELID_222668	Folate Metabolism
1809423	R_ADCS@MODELID_222668	Folate Metabolism
1808718	R_DHPSm@MODELID_222668	Folate Metabolism
1808845	R_MTHFD2@MODELID_222668	Folate Metabolism
1809420	R_DNMPPA@MODELID_222668	Folate Metabolism
1808899	R_MTHFDm@MODELID_222668	Folate Metabolism
1808835	R_MTHFCm@MODELID_222668	Folate Metabolism
1809223	R_DNTPPA@MODELID_222668	Folate Metabolism
1809534	R_THFATm@MODELID_222668	Folate Metabolism
1808638	R_GTPCI@MODELID_222668	Folate Metabolism
1808754	R_HPPKm@MODELID_222668	Folate Metabolism
1808759	R_THFGLUS@MODELID_222668	Folate Metabolism
1809193	R_ASPOcm@MODELID_222668	Folate Metabolism
1808686	R_MTHFR3@MODELID_222668	Folate Metabolism
1808866	R_FMETTRSm@MODELID_222668	Folate Metabolism
1809378	R_FTHFI@MODELID_222668	Folate Metabolism
1809189	R_DHFS@MODELID_222668	Folate Metabolism
1809380	R_FTHFL@MODELID_222668	Folate Metabolism
1768250	R_r124@iTO977	Folate Metabolism
1767699	R_r1211@iTO977	Folate Metabolism
1768278	R_r584@iTO977	Folate Metabolism
1809458	R_M1PD@MODELID_222668	Others
1802746	R_1213@ymn1_0	Others
1802329	R_107@ymn1_0	Others
1803096	R_1321@ymn1_0	Others
1802744	R_1214@ymn1_0	Others
1804120	R_7@ymn1_0	Others
1804158	R_724@ymn1_0	Others
1804157	R_725@ymn1_0	Others
1804156	R_726@ymn1_0	Others
1804114	R_4@ymn1_0	Others
1803216	R_1728@ymn1_0	Others
1803287	R_1730@ymn1_0	Others
1802742	R_1215@ymn1_0	Others
1802741	R_1216@ymn1_0	Others
1803214	R_1729@ymn1_0	Others
1767694	R_r1214@iTO977	Others
1768079	R_FNADH@iTO977	Others
1768047	R_NBIOMASS@iTO977	Others
1767052	R_NLIPIDS@iTO977	Others
1767884	R_r4@iTO977	Others
1767568	R_FNADPH@iTO977	Others
1767888	R_r7@iTO977	Others
1768246	R_FATP@iTO977	Others
1768452	R_CBIOMASS@iTO977	Others
1768277	R_r107@iTO977	Others
1768037	R_CLIPIDS@iTO977	Others
1767704	R_NIT2_3@iTO977	Others
1767708	R_NIT2_2@iTO977	Others
1813262	R_NIT2_3@iIN800	Others
1813266	R_NIT2_2@iIN800	Others
1798905	R_NIT2_2@iFF708	Others
1798898	R_NIT2_3@iFF708	Others
1809611	R_HCO3Em@MODELID_222668	Others
1809613	R_HCO3En@MODELID_222668	Others
1808705	R_HCO3E@MODELID_222668	Others
1812543	R_U68_@iIN800	Others
1813557	R_ALD5_2@iIN800	Others
1813849	R_FATP@iIN800	Others
1813673	R_FNADH@iIN800	Others
1813128	R_FNADPH@iIN800	Others
1813646	R_NBIOMASS@iIN800	Others
1812529	R_NLIPIDS@iIN800	Others
1814055	R_CBIOMASS@iIN800	Others
1813636	R_CLIPIDS@iIN800	Others
1806667	R_THIORDXi@iAZ900	Others
1806392	R_HCO3En@iAZ900	Others
1806575	R_THIORDXni@iAZ900	Others
1807053	R_ACON3MT@iAZ900	Others
1805900	R_23CAPPD@iAZ900	Others
1806675	R_THIORDXp@iAZ900	Others
1806673	R_THIORDXm@iAZ900	Others
1806391	R_HCO3Em@iAZ900	Others
1805735	R_2DOXG6PP@iAZ900	Others
1806580	R_HCO3E@iAZ900	Others
1767065	R_U68_@iTO977	Others
1767968	R_ALD5_2@iTO977	Others
1797977	R_ALD5_2@iFF708	Others
1797713	R_U68_@iFF708	Others
1797838	R_VGRO@iFF708	Others
1767105	R_EDH3@iTO977	Others
1757275	R_THIORDXni@iMM904	Others
1756606	R_23CAPPD@iMM904	Others
1757375	R_THIORDXp@iMM904	Others
1756444	R_2DOXG6PP@iMM904	Others
1757373	R_THIORDXm@iMM904	Others
1757746	R_ACON3MT@iMM904	Others
1757090	R_HCO3Em@iMM904	Others
1757091	R_HCO3En@iMM904	Others
1757280	R_HCO3E@iMM904	Others
1757367	R_THIORDXi@iMM904	Others
1813578	R_FBP26@iIN800	Fructose and Mannose Metabolism
1812986	R_SEC53@iIN800	Fructose and Mannose Metabolism
1814127	R_U1_@iIN800	Fructose and Mannose Metabolism
1813379	R_PSA1@iIN800	Fructose and Mannose Metabolism
1814146	R_PFK26@iIN800	Fructose and Mannose Metabolism
1814144	R_PFK27@iIN800	Fructose and Mannose Metabolism
1813248	R_PMI40@iIN800	Fructose and Mannose Metabolism
1806719	R_MAN6PI@iAZ900	Fructose and Mannose Metabolism
1806911	R_FRUK@iAZ900	Fructose and Mannose Metabolism
1806931	R_MAN1PT@iAZ900	Fructose and Mannose Metabolism
1807137	R_PFK26@iAZ900	Fructose and Mannose Metabolism
1806577	R_FBP26@iAZ900	Fructose and Mannose Metabolism
1806789	R_PMANM@iAZ900	Fructose and Mannose Metabolism
1802378	R_559@ymn1_0	Fructose and Mannose Metabolism
1802697	R_1650@ymn1_0	Fructose and Mannose Metabolism
1803689	R_847@ymn1_0	Fructose and Mannose Metabolism
1802344	R_582@ymn1_0	Fructose and Mannose Metabolism
1803688	R_848@ymn1_0	Fructose and Mannose Metabolism
1803916	R_1041@ymn1_0	Fructose and Mannose Metabolism
1803879	R_1017@ymn1_0	Fructose and Mannose Metabolism
1768522	R_U1_@iTO977	Fructose and Mannose Metabolism
1767688	R_PMI40@iTO977	Fructose and Mannose Metabolism
1767452	R_SEC53@iTO977	Fructose and Mannose Metabolism
1767804	R_PSA1@iTO977	Fructose and Mannose Metabolism
1767986	R_FBP26@iTO977	Fructose and Mannose Metabolism
1768535	R_PFK26@iTO977	Fructose and Mannose Metabolism
1757626	R_MAN1PT@iMM904	Fructose and Mannose Metabolism
1757419	R_MAN6PI@iMM904	Fructose and Mannose Metabolism
1757277	R_FBP26@iMM904	Fructose and Mannose Metabolism
1757489	R_PMANM@iMM904	Fructose and Mannose Metabolism
1757830	R_PFK26@iMM904	Fructose and Mannose Metabolism
1757606	R_FRUK@iMM904	Fructose and Mannose Metabolism
1798873	R_U1_@iFF708	Fructose and Mannose Metabolism
1798904	R_PFK26@iFF708	Fructose and Mannose Metabolism
1798876	R_PMI40@iFF708	Fructose and Mannose Metabolism
1797692	R_PSA1@iFF708	Fructose and Mannose Metabolism
1798466	R_SEC53@iFF708	Fructose and Mannose Metabolism
1798016	R_FBP26@iFF708	Fructose and Mannose Metabolism
1798901	R_PFK27@iFF708	Fructose and Mannose Metabolism
1808699	R_FBP26@MODELID_222668	Fructose and Mannose Metabolism
1809561	R_PFK26@MODELID_222668	Fructose and Mannose Metabolism
1809011	R_PMANM@MODELID_222668	Fructose and Mannose Metabolism
1809201	R_FRUK@MODELID_222668	Fructose and Mannose Metabolism
1809238	R_MAN1PT@MODELID_222668	Fructose and Mannose Metabolism
1808900	R_MAN6PI@MODELID_222668	Fructose and Mannose Metabolism
1813160	R_PRO1@iIN800	Arginine and Proline Metabolism
1812524	R_U67_@iIN800	Arginine and Proline Metabolism
1814050	R_PRO3_2@iIN800	Arginine and Proline Metabolism
1814048	R_PRO3_1@iIN800	Arginine and Proline Metabolism
1812688	R_U66_@iIN800	Arginine and Proline Metabolism
1812791	R_PRO2_2@iIN800	Arginine and Proline Metabolism
1812790	R_PRO2_1@iIN800	Arginine and Proline Metabolism
1812870	R_PUT1@iIN800	Arginine and Proline Metabolism
1814053	R_PRO3_3@iIN800	Arginine and Proline Metabolism
1757274	R_ACGKm@iMM904	Arginine and Proline Metabolism
1756571	R_HPROb@iMM904	Arginine and Proline Metabolism
1757279	R_ORNDC@iMM904	Arginine and Proline Metabolism
1757008	R_DXHPScm@iMM904	Arginine and Proline Metabolism
1756625	R_CBPS@iMM904	Arginine and Proline Metabolism
1756881	R_ARGN@iMM904	Arginine and Proline Metabolism
1757526	R_ACOTAim@iMM904	Arginine and Proline Metabolism
1757655	R_SPMS@iMM904	Arginine and Proline Metabolism
1757065	R_ARGSSr@iMM904	Arginine and Proline Metabolism
1757250	R_P5CR@iMM904	Arginine and Proline Metabolism
1756550	R_G5SD@iMM904	Arginine and Proline Metabolism
1757188	R_ACGSm@iMM904	Arginine and Proline Metabolism
1756292	R_G5SADrm@iMM904	Arginine and Proline Metabolism
1757624	R_G5SD2@iMM904	Arginine and Proline Metabolism
1757053	R_ARGSL@iMM904	Arginine and Proline Metabolism
1757618	R_PHCHGSm@iMM904	Arginine and Proline Metabolism
1756464	R_PRO1xm@iMM904	Arginine and Proline Metabolism
1757488	R_ORNTA@iMM904	Arginine and Proline Metabolism
1756977	R_EHGLAT@iMM904	Arginine and Proline Metabolism
1756721	R_4HGLSDm@iMM904	Arginine and Proline Metabolism
1757809	R_SPRMS@iMM904	Arginine and Proline Metabolism
1756593	R_EHGLATp@iMM904	Arginine and Proline Metabolism
1757617	R_OCBTi@iMM904	Arginine and Proline Metabolism
1756661	R_GLU5K@iMM904	Arginine and Proline Metabolism
1757228	R_HPROxm@iMM904	Arginine and Proline Metabolism
1756589	R_EHGLATm@iMM904	Arginine and Proline Metabolism
1757344	R_AGPRim@iMM904	Arginine and Proline Metabolism
1757217	R_HPROym@iMM904	Arginine and Proline Metabolism
1756647	R_AMID@iMM904	Arginine and Proline Metabolism
1756583	R_ORNTACim@iMM904	Arginine and Proline Metabolism
1757604	R_PHCDm@iMM904	Arginine and Proline Metabolism
1756900	R_G5SADr@iMM904	Arginine and Proline Metabolism
1756581	R_HPROa@iMM904	Arginine and Proline Metabolism
1798777	R_PRO3_3@iFF708	Arginine and Proline Metabolism
1797672	R_U67_@iFF708	Arginine and Proline Metabolism
1797948	R_U66_@iFF708	Arginine and Proline Metabolism
1798770	R_PRO3_1@iFF708	Arginine and Proline Metabolism
1798130	R_PRO2_2@iFF708	Arginine and Proline Metabolism
1798705	R_PRO1@iFF708	Arginine and Proline Metabolism
1798129	R_PRO2_1@iFF708	Arginine and Proline Metabolism
1798241	R_PUT1@iFF708	Arginine and Proline Metabolism
1798773	R_PRO3_2@iFF708	Arginine and Proline Metabolism
1808856	R_CBPS@MODELID_222668	Arginine and Proline Metabolism
1808607	R_PRO1xm@MODELID_222668	Arginine and Proline Metabolism
1808723	R_G5SD@MODELID_222668	Arginine and Proline Metabolism
1809234	R_G5SD2@MODELID_222668	Arginine and Proline Metabolism
1809175	R_ARGTRSm@MODELID_222668	Arginine and Proline Metabolism
1809558	R_ARGSSr@MODELID_222668	Arginine and Proline Metabolism
1808533	R_ACGSm@MODELID_222668	Arginine and Proline Metabolism
1809428	R_EHGLAT@MODELID_222668	Arginine and Proline Metabolism
1809291	R_ARGN@MODELID_222668	Arginine and Proline Metabolism
1809227	R_PHCHGSm@MODELID_222668	Arginine and Proline Metabolism
1809545	R_ARGSL@MODELID_222668	Arginine and Proline Metabolism
1808649	R_P5CR@MODELID_222668	Arginine and Proline Metabolism
1809288	R_SPMS@MODELID_222668	Arginine and Proline Metabolism
1809608	R_ADMDC@MODELID_222668	Arginine and Proline Metabolism
1808911	R_GLU5K@MODELID_222668	Arginine and Proline Metabolism
1808782	R_EHGLATp@MODELID_222668	Arginine and Proline Metabolism
1808588	R_HPROym@MODELID_222668	Arginine and Proline Metabolism
1808780	R_EHGLATm@MODELID_222668	Arginine and Proline Metabolism
1809474	R_DXHPScm@MODELID_222668	Arginine and Proline Metabolism
1809218	R_OCBTi@MODELID_222668	Arginine and Proline Metabolism
1808704	R_ORNDC@MODELID_222668	Arginine and Proline Metabolism
1808768	R_ORNTACim@MODELID_222668	Arginine and Proline Metabolism
1808836	R_ARGTRS@MODELID_222668	Arginine and Proline Metabolism
1809019	R_4HGLSDm@MODELID_222668	Arginine and Proline Metabolism
1809081	R_ACOTAim@MODELID_222668	Arginine and Proline Metabolism
1808760	R_HPROa@MODELID_222668	Arginine and Proline Metabolism
1809010	R_ORNTA@MODELID_222668	Arginine and Proline Metabolism
1808498	R_PROTRS@MODELID_222668	Arginine and Proline Metabolism
1809520	R_SPRMS@MODELID_222668	Arginine and Proline Metabolism
1808693	R_ACGKm@MODELID_222668	Arginine and Proline Metabolism
1808885	R_AMID@MODELID_222668	Arginine and Proline Metabolism
1808362	R_G5SADrm@MODELID_222668	Arginine and Proline Metabolism
1809321	R_G5SADr@MODELID_222668	Arginine and Proline Metabolism
1808808	R_AGPRim@MODELID_222668	Arginine and Proline Metabolism
1809199	R_PHCDm@MODELID_222668	Arginine and Proline Metabolism
1808750	R_HPROb@MODELID_222668	Arginine and Proline Metabolism
1808610	R_HPROxm@MODELID_222668	Arginine and Proline Metabolism
1809061	R_CBPSn@MODELID_222668	Arginine and Proline Metabolism
1767995	R_SPE4@iTO977	Arginine and Proline Metabolism
1767515	R_AMD2_1@iTO977	Arginine and Proline Metabolism
1767998	R_SPE1@iTO977	Arginine and Proline Metabolism
1767646	R_ECM40_1@iTO977	Arginine and Proline Metabolism
1767996	R_SPE3@iTO977	Arginine and Proline Metabolism
1767644	R_ECM40_2@iTO977	Arginine and Proline Metabolism
1767997	R_SPE2@iTO977	Arginine and Proline Metabolism
1767869	R_URA2_2@iTO977	Arginine and Proline Metabolism
1768157	R_DYS1@iTO977	Arginine and Proline Metabolism
1768534	R_CAR1@iTO977	Arginine and Proline Metabolism
1768532	R_CAR2@iTO977	Arginine and Proline Metabolism
1767592	R_ARG5_1@iTO977	Arginine and Proline Metabolism
1767401	R_CPA2@iTO977	Arginine and Proline Metabolism
1767555	R_ARG8@iTO977	Arginine and Proline Metabolism
1767558	R_ARG4@iTO977	Arginine and Proline Metabolism
1767559	R_ARG1@iTO977	Arginine and Proline Metabolism
1767591	R_ARG5_2@iTO977	Arginine and Proline Metabolism
1767557	R_ARG3@iTO977	Arginine and Proline Metabolism
1798395	R_ASP32@iFF708	Arginine and Proline Metabolism
1798617	R_ARG8@iFF708	Arginine and Proline Metabolism
1798623	R_ARG3@iFF708	Arginine and Proline Metabolism
1798557	R_AMD2_1@iFF708	Arginine and Proline Metabolism
1798897	R_CAR2@iFF708	Arginine and Proline Metabolism
1798321	R_DYS1@iFF708	Arginine and Proline Metabolism
1798032	R_SPE1@iFF708	Arginine and Proline Metabolism
1797814	R_URA2_2@iFF708	Arginine and Proline Metabolism
1798900	R_CAR1@iFF708	Arginine and Proline Metabolism
1798031	R_SPE2@iFF708	Arginine and Proline Metabolism
1798030	R_SPE3@iFF708	Arginine and Proline Metabolism
1798734	R_ARG56_1@iFF708	Arginine and Proline Metabolism
1798029	R_SPE4@iFF708	Arginine and Proline Metabolism
1798733	R_ARG56_2@iFF708	Arginine and Proline Metabolism
1798339	R_CPA2@iFF708	Arginine and Proline Metabolism
1798819	R_ECM40_2@iFF708	Arginine and Proline Metabolism
1798626	R_ARG4@iFF708	Arginine and Proline Metabolism
1798630	R_ARG1@iFF708	Arginine and Proline Metabolism
1798821	R_ECM40_1@iFF708	Arginine and Proline Metabolism
1798116	R_HER2@iFF708	Arginine and Proline Metabolism
1806490	R_ACGSm@iAZ900	Arginine and Proline Metabolism
1805919	R_CBPS@iAZ900	Arginine and Proline Metabolism
1806366	R_ARGSSr@iAZ900	Arginine and Proline Metabolism
1806355	R_ARGSL@iAZ900	Arginine and Proline Metabolism
1805842	R_G5SD@iAZ900	Arginine and Proline Metabolism
1806929	R_G5SD2@iAZ900	Arginine and Proline Metabolism
1806550	R_P5CR@iAZ900	Arginine and Proline Metabolism
1806923	R_PHCHGSm@iAZ900	Arginine and Proline Metabolism
1805579	R_G5SADrm@iAZ900	Arginine and Proline Metabolism
1806921	R_OCBTi@iAZ900	Arginine and Proline Metabolism
1807116	R_SPRMS@iAZ900	Arginine and Proline Metabolism
1805955	R_GLU5K@iAZ900	Arginine and Proline Metabolism
1806529	R_HPROxm@iAZ900	Arginine and Proline Metabolism
1806277	R_EHGLAT@iAZ900	Arginine and Proline Metabolism
1806788	R_ORNTA@iAZ900	Arginine and Proline Metabolism
1805755	R_PRO1xm@iAZ900	Arginine and Proline Metabolism
1805882	R_EHGLATm@iAZ900	Arginine and Proline Metabolism
1806015	R_4HGLSDm@iAZ900	Arginine and Proline Metabolism
1805887	R_EHGLATp@iAZ900	Arginine and Proline Metabolism
1806909	R_PHCDm@iAZ900	Arginine and Proline Metabolism
1806579	R_ORNDC@iAZ900	Arginine and Proline Metabolism
1805874	R_HPROa@iAZ900	Arginine and Proline Metabolism
1806961	R_SPMS@iAZ900	Arginine and Proline Metabolism
1806518	R_HPROym@iAZ900	Arginine and Proline Metabolism
1806197	R_G5SADr@iAZ900	Arginine and Proline Metabolism
1805941	R_AMID@iAZ900	Arginine and Proline Metabolism
1806644	R_AGPRim@iAZ900	Arginine and Proline Metabolism
1805876	R_ORNTACim@iAZ900	Arginine and Proline Metabolism
1805864	R_HPROb@iAZ900	Arginine and Proline Metabolism
1806574	R_ACGKm@iAZ900	Arginine and Proline Metabolism
1806828	R_ACOTAim@iAZ900	Arginine and Proline Metabolism
1806176	R_ARGN@iAZ900	Arginine and Proline Metabolism
1806308	R_DXHPScm@iAZ900	Arginine and Proline Metabolism
1803738	R_1077@ymn1_0	Arginine and Proline Metabolism
1803167	R_986@ymn1_0	Arginine and Proline Metabolism
1803422	R_1377@ymn1_0	Arginine and Proline Metabolism
1803165	R_987@ymn1_0	Arginine and Proline Metabolism
1803869	R_1027@ymn1_0	Arginine and Proline Metabolism
1803868	R_1028@ymn1_0	Arginine and Proline Metabolism
1802835	R_600@ymn1_0	Arginine and Proline Metabolism
1802515	R_56@ymn1_0	Arginine and Proline Metabolism
1802833	R_601@ymn1_0	Arginine and Proline Metabolism
1802641	R_91@ymn1_0	Arginine and Proline Metabolism
1802832	R_602@ymn1_0	Arginine and Proline Metabolism
1802320	R_111@ymn1_0	Arginine and Proline Metabolism
1803152	R_994@ymn1_0	Arginine and Proline Metabolism
1802640	R_90@ymn1_0	Arginine and Proline Metabolism
1803735	R_220@ymn1_0	Arginine and Proline Metabolism
1803734	R_221@ymn1_0	Arginine and Proline Metabolism
1803797	R_219@ymn1_0	Arginine and Proline Metabolism
1804105	R_760@ymn1_0	Arginine and Proline Metabolism
1802831	R_603@ymn1_0	Arginine and Proline Metabolism
1803982	R_1523@ymn1_0	Arginine and Proline Metabolism
1802552	R_145@ymn1_0	Arginine and Proline Metabolism
1803256	R_972@ymn1_0	Arginine and Proline Metabolism
1803134	R_1333@ymn1_0	Arginine and Proline Metabolism
1803452	R_1395@ymn1_0	Arginine and Proline Metabolism
1803827	R_202@ymn1_0	Arginine and Proline Metabolism
1803956	R_288@ymn1_0	Arginine and Proline Metabolism
1802600	R_1186@ymn1_0	Arginine and Proline Metabolism
1802925	R_442@ymn1_0	Arginine and Proline Metabolism
1802915	R_452@ymn1_0	Arginine and Proline Metabolism
1804067	R_758@ymn1_0	Arginine and Proline Metabolism
