Id	Entry	Left	Right	LeftStoich	RightStoich
1733208	META:HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	1583219 1592428 1563457	1572800 1603355 1610842	1.0 1.0 1.0	2.0 1.0 1.0
1733212	META:MANNOSE-6-PHOSPHATE-6-REDUCTASE-RXN	1610854 1566390	1569568 1572800 1595440	1.0 1.0	1.0 1.0 1.0
1733215	META:3.6.3.53-RXN	1583219 1611946 1610577	1572800 1610535 1542760 1610577	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733218	META:RXN1G-4143	1617451 1583219 1611946	1616123 1545067 1570608	1.0 1.0 1.0	1.0 1.0 1.0
1733219	META:4-HYDROXYPROLINE-EPIMERASE-RXN	1594687	1596903	1.0	1.0
1733222	META:RXN-1321	1586414 1610007	1555389	1.0 1.0	1.0
1733224	META:4.1.1.82-RXN	1566626 1572800	1551137 1551441	1.0 1.0	1.0 1.0
1733227	META:GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	1552344	1543778	1.0	1.0
1733234	META:UGD-RXN	1563457 1583219 1545483	1572800 1610842 1608674	2.0 1.0 1.0	3.0 2.0 1.0
1733241	META:ASPARTYLTRANSFERASE-RXN	1562732 1572800 1611794	1598043 1550959	1.0 1.0 1.0	1.0 1.0
1733244	META:R344-RXN	1611946 1553314	1553338 1565251	1.0 1.0	1.0 1.0
1733246	META:PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN	1572800 1596952 1610842 1586414	1583219 1605790 1563457	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733250	META:RXN0-5198	1552262 1583219 1617400	1572800 1617405 1546693	1.0 2.0 6.0	7.0 6.0 1.0
1733252	META:RXN0-5195	1584270 1583219	1584270	1.0 1.0	2.0
1733254	META:RXN0-5199	1542760 1565765	1577997 1588471	1.0 1.0	1.0 1.0
1733258	META:RXN0-5190	1548963	1537799 1565307	1.0	1.0 1.0
1733260	META:GLUCOKIN-RXN	1543770 1611946	1572800 1610535 1543778	1.0 1.0	1.0 1.0 1.0
1733266	META:GLUCOSE-1-PHOSPHAT-RXN	1583219 1536927	1550989 1542760	1.0 1.0	1.0 1.0
1733269	META:2.3.1.160-RXN	1586121 1572576	1613862 1562255	1.0 1.0	1.0 1.0
1733272	META:RXN0-5194	1597028 1615894	1617453	1.0 1.0	1.0
1733273	META:ALCOHOL-O-ACETYLTRANSFERASE-RXN	1574153 1572576	1542162 1562255	1.0 1.0	1.0 1.0
1733276	META:RXN0-5192	1559426	1571912	1.0	1.0
1733278	META:POLYNUCLEOTIDE-3-PHOSPHATASE-RXN	1733280 1583219	1712588 1542760	1.0 1.0	1.0 1.0
1733281	META:ACYLGLYCEROL-KINASE-RXN	1611946 1561895	1594370 1572800 1610535	1.0 1.0	1.0 1.0 1.0
1733283	META:1.13.11.38-RXN	1586414 1609026	1572800 1566531	1.0 1.0	1.0 1.0
1733286	META:ABC-12-RXN	1543796 1611946 1583219	1572800 1542760 1610535 1543796	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733287	META:RXN0-5186	1583219 1600779	1589318 1542760	1.0 1.0	1.0 1.0
1733288	META:RXN0-5187	1583219 1541529	1542760 1595913	1.0 1.0	1.0 1.0
1733289	META:RXN0-5184	1542760 1541247	1541247 1536927	1.0 -1.0	-1.0 1.0
1733296	META:RXN0-5185	1583219 1597956	1586259 1542760	1.0 1.0	1.0 1.0
1733297	META:RXN0-5189	1540703 1583219	1611515 1601523 1572800	1.0 1.0	1.0 1.0 1.0
1733299	META:RXN0-5182	1542760 1592771	1536927 1542102	1.0 1.0	1.0 1.0
1733301	META:RXN0-5183	1583219 1542102	1550989 1546285	1.0 1.0	1.0 1.0
1733303	META:RXN0-5180	1589969 1581713	1571267 1570608	1.0 1.0	1.0 1.0
1733305	META:RXN0-5181	1583219 1541247	1593781 1541247	-1.0 1.0	1.0 1.0
1733307	META:3.4.21.92-RXN	1615894 1583219	1615896 1615896	1.0 1.0	1.0 1.0
1733315	META:THMPT-SER-RXN	1541293 1543827 1583219	1577915 1546189	1.0 1.0 1.0	1.0 1.0
1733317	META:CREATINASE-RXN	1534229 1583219	1556759 1600311	1.0 1.0	1.0 1.0
1733320	META:PTERIN-DEAMINASE-RXN	1583219 1572800 1556177	1598043 1570720	1.0 1.0 1.0	1.0 1.0
1733323	META:3.6.3.52-RXN	1583219 1611946	1572800 1610535 1542760	1.0 1.0	1.0 1.0 1.0
1733325	META:LCARNCOALIG-RXN	1562255 1611946 1593614	1595282 1570608 1611144	1.0 1.0 1.0	1.0 1.0 1.0
1733327	META:3.4.21.105-RXN	1617455 1583219	1617457	1.0 1.0	1.0
1733329	META:2.6.1.60-RXN	1569365 1598658	1543827 1583029	1.0 1.0	1.0 1.0
1733331	META:3.4.24.11-RXN	1583219 1615894	1615896 1615896	1.0 1.0	1.0 1.0
1733333	META:4.1.1.74-RXN	1612550 1572800	1578330 1551441	1.0 1.0	1.0 1.0
1733337	META:2-OCTAPRENYLPHENOL-HYDROX-RXN	1586414 1569568 1572800 1611521	1543411 1610854 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733339	META:RXN0-6491	1595301 1603629	1578600 1572807	1.0 1.0	1.0 1.0
1733341	META:RXN0-6490	1714699 1572807 1572800	1603629	2.0 1.0 2.0	1.0
1733343	META:3.4.24.58-RXN	1583219 1616150	1616156	1.0 1.0	1.0
1733379	META:RXN0-5141	1555962 1610854	1555941 1572800 1569568	1.0 1.0	1.0 1.0 1.0
1733380	META:RXN0-5146	1583219 1596613	1571279 1592771	1.0 1.0	1.0 1.0
1733381	META:RXN0-6478	1616242 1583219	1616242 1617466	1.0 1.0	-1.0 1.0
1733382	META:RXN0-5144	1597028 1539467	1541356 1572800 1555135	1.0 1.0	1.0 2.0 1.0
1733384	META:2.4.1.95-RXN	1607394	1540049 1578492	2.0	1.0 1.0
1733387	META:1.1.99.25-RXN	1572443 1596812	1542240 1556282	1.0 1.0	1.0 1.0
1733389	META:ACETATE--COA-LIGASE-ADP-FORMING-RXN	1562255 1611946 1549494	1610535 1542760 1572576	1.0 1.0 1.0	1.0 1.0 1.0
1733400	META:3.5.1.64-RXN	1583219 1572800 1562726	1585243 1551441 1558348	1.0 3.0 1.0	1.0 1.0 1.0
1733403	META:MALONYL-COA-DECARBOXYLASE-RXN	1572800 1600052	1572576 1551441	1.0 1.0	1.0 1.0
1733407	META:RXN0-5131	1592164	1571545	1.0	1.0
1733824	META:RXN-12204	1538140 1583219 1611946	1611144 1542760 1601712	1.0 -1.0 -1.0	-1.0 -1.0 1.0
1733826	META:RXN-12201	1583219 1572097 1611946	1611144 1593386 1542760	1.0 1.0 1.0	1.0 1.0 1.0
1733827	META:RXN-14864	1572800 1581161 1609767 1586414	1556679 1609753 1551441 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733828	META:RXN-13533	1543802 1611446	1603463 1611493	1.0 1.0	1.0 1.0
1733829	META:RXN-13532	1591453 1611525	1611481 1594160 1572800	1.0 1.0	1.0 1.0 1.0
1733830	META:RXN-12202	1583219 1593386 1611946	1611144 1598420 1542760	-1.0 1.0 -1.0	-1.0 1.0 -1.0
1733831	META:RXN-14863	1583219 1553552	1565108 1609767 1572800	1.0 1.0	1.0 1.0 1.0
1733832	META:RXN-12207	1554939 1541876	1534517 1541783	1.0 1.0	1.0 1.0
1733833	META:RXN-12208	1591502	1587441	1.0	1.0
1733834	META:RXN-14869	1597028 1609586	1608605 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1733835	META:RXN-12205	1546568	1609624	1.0	1.0
1733836	META:RXN-13537	1572800 1564360 1583219	1590160 1598043 1559101	1.0 1.0 2.0	1.0 1.0 1.0
1733837	META:RXN-13536	1580047 1610854	1569568 1559101 1572800	1.0 1.0	1.0 1.0 1.0
1733838	META:RXN-12206	1578255	1609624	1.0	1.0
1733839	META:RXN-14867	1572800 1581161 1609745 1586414	1551441 1556679 1609731 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733840	META:3.2.1.136-RXN	1583219 1565987	1556232	-1.0 1.0	-1.0
1733843	META:3.6.3.16-RXN	1555431 1611946 1583219	1555431 1542760 1610535 1572800	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733846	META:RXN-13529	1611458 1583219	1611470 1587455	1.0 1.0	1.0 1.0
1733847	META:RXN0-901	1563457 1601252 1583219	1610842 1572800 1541507	1.0 1.0 1.0	1.0 1.0 1.0
1733853	META:3.2.1.106-RXN	1544419 1583219	1544424 1550989	1.0 1.0	1.0 1.0
1733855	META:2-METHYLACYL-COA-DEHYDROGENASE-RXN	1615933 1563038	1615939 1611185	1.0 1.0	1.0 1.0
1733859	META:RXN-13542	1572576 1580047	1562255 1612474	1.0 1.0	1.0 1.0
1733861	META:RXN-14873	1608609 1556679	1609285 1581161	1.0 1.0	1.0 1.0
1733862	META:RXN-12210	1572800 1581494 1586414 1569568	1610854 1583219 1555931	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733863	META:HOMOGENTISATE-12-DIOXYGENASE-RXN	1586414 1592536	1535965 1572800	1.0 1.0	1.0 1.0
1733866	META:RXN-14872	1609605 1556679	1608609 1572800 1581161	1.0 1.0	1.0 1.0 1.0
1733867	META:RXN-13541	1583219 1612465	1543770 1580047	1.0 1.0	1.0 1.0
1733869	META:SORBITOL-6-PHOSPHATASE-RXN	1596609 1583219	1564232 1542760	1.0 1.0	1.0 1.0
1733873	META:RXN-14871	1609290	1609605	1.0	1.0
1733874	META:RXN-13540	1545483 1580047	1583294 1612465 1572800	1.0 1.0	1.0 1.0 1.0
1733875	META:RXN-14870	1597028 1608605	1541356 1572800 1609605	1.0 1.0	1.0 1.0 1.0
1733876	META:RXN-13546	1582495 1583219 1586414	1583219 1586414 1582723	2.0 2.0 1.0	4.0 1.0 1.0
1733877	META:RXN-14877	1586414 1553552	1603981 1590160	1.0 1.0	1.0 1.0
1733878	META:RXN-14876	1608590	1608582	1.0	1.0
1733879	META:RXN-12215	1563457 1615950 1589371	1615946 1610842 1572800	1.0 2.0 2.0	2.0 1.0 3.0
1733882	META:RXN-14875	1610854 1608598	1609207 1569568 1572800	1.0 1.0	1.0 1.0 1.0
1733883	META:RXN-13543	1583219 1612474	1549494 1572800 1580047	1.0 1.0	1.0 1.0 1.0
1733884	META:RXN-12213	1586414 1555931	1555948 1583219	1.0 1.0	1.0 1.0
1733885	META:RXN-14874	1608598	1609008 1583219	1.0	1.0 4.0
1733886	META:RXN-1623	1600978 1594370	1590774 1562255	1.0 1.0	1.0 1.0
1733888	META:RXN-12218	1583219 1601712	1542760 1601712	-1.0 1.0	-1.0 1.0
1733889	META:RXN-12219	1586414 1533092 1586820	1583219 1565108 1543553	1.0 1.0 1.0	1.0 1.0 1.0
1733892	META:RXN-13549	1578590	1612392	1.0	1.0
1733893	META:RXN-14879	1556361 1611810	1612789	1.0 1.0	1.0
1733894	META:RXN-13548	1555536 1583219	1598043 1584726	1.0 1.0	1.0 1.0
1733897	META:RXN-13547	1611946 1572413	1572800 1541236 1610535	1.0 1.0	1.0 1.0 1.0
1733898	META:RXN-12217	1538140 1583219	1542760 1538140	1.0 -1.0	-1.0 1.0
1733899	META:RXN-2961	1568482	1599116 1596943	1.0	1.0 1.0
1733902	META:RXN-2962	1572364 1568482	1572800 1568868 1551257	1.0 1.0	1.0 1.0 1.0
1733904	META:RXN-12209	1597028 1609434	1550997 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1733905	META:RXN-14880	1569568 1603463 1572800 1614831	1611787 1610854 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733906	META:RXN-13553	1572800 1586414 1612337	1583219 1612370	4.0 1.0 1.0	2.0 1.0
1733907	META:RXN-12221	1584568 1572973	1592062 1556404	1.0 1.0	1.0 1.0
1733908	META:RXN-12222	1586414 1610842 1534739 1572800	1563457 1609487 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733911	META:RXN-14883	1611784	1590782	1.0	1.0
1733912	META:RXN-13552	1590160 1533314 1586754	1612337 1572800 1583219	1.0 2.0 1.0	1.0 2.0 2.0
1733914	META:ACYL-COA-DEHYDROGENASE-NADP+-RXN	1610854 1541200	1533085 1569568 1572800	1.0 1.0	1.0 1.0 1.0
1733917	META:RXN-14882	1611784	1535146	1.0	1.0
1733918	META:RXN-13551	1597028 1534330	1541356 1586754	1.0 1.0	1.0 1.0
1733919	META:RXN-13550	1597028 1582495	1590771 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1733921	META:RXN-12220	1583219 1553344	1562305 1608797	-1.0 1.0	-1.0 -1.0
1733923	META:RXN-14881	1543580	1545907 1542643	1.0	1.0 1.0
1733925	META:RXN-2947	1578255 1611946 1543802	1611144 1588754 1570608 1572800	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733929	META:RXN-12225	1556679 1583219 1609407	1609412 1581161 1572800	2.0 2.0 1.0	1.0 2.0 2.0
1733930	META:RXN-13557	1583219 1612202	1576556 1589894	1.0 1.0	1.0 1.0
1733932	META:RXN-14888	1612377	1543770	1.0	1.0
1733934	META:RXN-2948	1543796 1578255 1611946	1588869 1611144 1572800 1570608	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1733935	META:RXN-14887	1601445	1612377	1.0	1.0
1733936	META:RXN-13556	1586414 1576539 1569568	1610854 1583219 1572800 1612202	1.0 1.0 1.0	1.0 1.0 2.0 1.0
1733937	META:RXN-12226	1609251 1586414 1581161	1567574 1556679 1583219	1.0 1.0 1.0	1.0 1.0 1.0
1733938	META:RXN-12223	1609470 1586414 1581161	1609407 1556679 1583219	1.0 4.0 4.0	1.0 4.0 6.0
1733941	META:RXN-14886	1585466	1545907 1542533	1.0	1.0 1.0
1733943	META:RXN-13555	1586414 1566097 1569823	1612275 1539147	1.0 1.0 1.0	1.0 1.0
1733945	META:RXN-13554	1583219 1592412	1612342 1572800	1.0 1.0	1.0 1.0
1733947	META:RXN-14885	1590237	1578619 1543770 1578880 1615731	1.0	1.0 1.0 1.0 1.0
1733951	META:RXN-12229	1608088 1612066	1553567 1572800 1583294	1.0 1.0	1.0 1.0 1.0
1724802	META:RXN-12035	1581161 1548927	1607231 1556679 1572800 1556409	1.0 1.0	1.0 1.0 1.0 1.0
1724804	META:RXN-14696	1572800 1586414 1575094 1581161	1603914 1595429 1556679 1535918 1583219	2.0 4.0 1.0 4.0	1.0 1.0 4.0 1.0 4.0
1724805	META:RXN-13365	1617252 1617221	1617271 1617273	1.0 1.0	1.0 1.0
1724806	META:RXN-12032	1548909 1581161	1572800 1556409 1556679 1607196	1.0 1.0	1.0 1.0 1.0 1.0
1724807	META:RXN-14695	1586414 1606962	1603945 1583219 1572800	1.0 1.0	1.0 1.0 1.0
1724809	META:RXN-13364	1586414 1609542	1560227 1545839	1.0 1.0	1.0 1.0
1724810	META:NADH-DEHYDROG-A-RXN	1572800 1610842 1595301	1563457 1578600 1572800	5.0 1.0 1.0	1.0 1.0 4.0
1733697	META:RXN-13504	1569568 1610036 1572800 1586414	1610854 1610027 1583219	1.0 1.0 1.0 1.0	1.0 1.0 2.0
1733698	META:RXN-13503	1586414 1544093 1569568 1572800	1583219 1610036 1610854	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733699	META:RXN-14834	1597028 1563995	1541356 1572800 1609290	1.0 1.0	1.0 1.0 1.0
1733700	META:RXN-14829	1608722 1572800 1586414 1569568	1610854 1608705 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1733701	META:2.1.1.17-RXN	1597028 1588665	1572800 1560964 1541356	1.0 1.0	1.0 1.0 1.0
1733705	META:RXN-14828	1597028 1608714	1545145 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1733706	META:RXN-14827	1572800 1609317	1551441 1608729	1.0 1.0	1.0 1.0
1733707	META:RXN-14840	1552120 1560602	1572800 1583294 1609030	1.0 1.0	1.0 1.0 1.0
1733709	META:3.4.16.4-RXN	1565307 1583219	1592520 1596785	1.0 1.0	1.0 1.0
1733715	META:RXN1G-3993	1583219 1616181 1611946	1616123 1555778 1570608	1.0 1.0 1.0	1.0 1.0 1.0
1733716	META:RXN-13513	1611673 1545483	1572800 1583294 1611688	1.0 1.0	1.0 1.0 1.0
1733718	META:RXN-14844	1608783	1608761	1.0	1.0
1733720	META:RXN-14843	1597689 1609222	1608499 1609234 1572800	1.0 1.0	1.0 1.0 1.0
1733722	META:RXN-13512	1545483 1611673	1583294 1611663 1572800	1.0 1.0	1.0 1.0 1.0
1733723	META:RXN-14842	1611946 1598423	1539877 1572800 1610535	1.0 1.0	1.0 1.0 1.0
1733725	META:RXN-13511	1611697 1545483	1583294 1611673 1572800	1.0 1.0	1.0 1.0 1.0
1733726	META:RXN-13510	1586414 1609461 1569568 1572800	1610854 1583219 1611697	1.0 1.0 1.0 2.0	1.0 1.0 1.0
1733728	META:RXN-14841	1534689 1609030	1572800 1583294 1598423	1.0 1.0	1.0 1.0 1.0
1733730	META:RXN-13517	1611651 1545483	1583294 1611629 1572800	1.0 1.0	1.0 1.0 1.0
1733731	META:RXN-14848	1588590	1609181	1.0	1.0
1733732	META:RXN3O-117	1592198 1556679	1581161 1602391	1.0 1.0	1.0 1.0
1733733	META:RXN-13516	1611688 1545483	1572800 1611642 1583294	1.0 1.0	1.0 1.0 1.0
1733734	META:RXN-2901	1603463 1608388	1543802 1583681	1.0 1.0	1.0 1.0
1733738	META:RXN-14846	1567234 1572800 1616825 1600052	1609207 1562255 1551441	1.0 10.0 1.0 9.0	1.0 10.0 9.0
1733739	META:RXN-13515	1545483 1611663	1572800 1583294 1611651	1.0 1.0	1.0 1.0 1.0
1733740	META:RXN-2902	1563457 1583681 1562255	1610842 1572576 1551441	1.0 1.0 1.0	1.0 1.0 1.0
1733743	META:RXN-13514	1611688 1545483	1611651 1572800 1583294	1.0 1.0	1.0 1.0 1.0
1733744	META:RXN-14845	1603463 1609213	1609210 1543802	1.0 1.0	1.0 1.0
1733746	META:R502-RXN	1549253 1583509	1581978 1570869	1.0 1.0	1.0 1.0
1733750	META:L-XYLULOSE-REDUCTASE-RXN	1569481 1610854	1579195 1572800 1569568	1.0 1.0	1.0 1.0 1.0
1733754	META:RXN-14839	1609263 1609271	1615569 1572800 1580765	1.0 1.0	1.0 1.0 1.0
1733755	META:RXN-13508	1572800 1586414 1569568 1583080	1583219 1610051 1610854	3.0 3.0 3.0 1.0	4.0 1.0 3.0
1733756	META:RXN-13507	1552484 1586414 1569568 1572800	1583219 1610854 1610117	1.0 3.0 3.0 3.0	4.0 3.0 1.0
1733757	META:RXN-14838	1609277 1609271	1572800 1609263 1580765	1.0 1.0	1.0 1.0 1.0
1733759	META:RXN3O-102	1597028 1540076	1572800 1541356 1592198	1.0 1.0	1.0 1.0 1.0
1717504	META:RXN-15150	1588634 1598542	1614032 1556239	1.0 1.0	1.0 1.0
1717505	META:RXN-15151	1588634 1608797	1556239 1572517	1.0 1.0	1.0 1.0
1717506	META:RXN-15167	1588634 1608799	1556239 1615101	1.0 1.0	1.0 1.0
1717507	META:RXN0-1802	1559295	1559295	1.0	1.0
1717508	META:RXN-15168	1588634 1605084	1556239 1615082	1.0 1.0	1.0 1.0
1717509	META:RXN-15169	1582326 1588634	1556239 1562502	1.0 1.0	1.0 1.0
1717510	META:RXN-15163	1588634 1556793	1556239 1615171	1.0 1.0	1.0 1.0
1717511	META:RXN-15164	1538185 1588634	1556239 1595440	1.0 1.0	1.0 1.0
1717512	META:RXN-15165	1588634 1544464	1608830 1556239	1.0 1.0	1.0 1.0
1717513	META:RXN-15166	1594256 1588634	1556239 1605621	1.0 1.0	1.0 1.0
1717514	META:CATECHOL-2-3-DIOXYGENASE-RXN	1586414 1563854	1572800 1604186	1.0 1.0	1.0 1.0
1717519	META:RXN-15160	1588634 1613949	1556239 1589923	1.0 1.0	1.0 1.0
1717520	META:RXN-15161	1588634 1543985	1556239 1561855	1.0 1.0	1.0 1.0
1717521	META:RXN-15162	1588634 1600016	1615120 1556239	1.0 1.0	1.0 1.0
1717522	META:SCYTALONE-DEHYDRATASE-RXN	1554722	1583219 1565879	1.0	1.0 1.0
1717525	META:RXN-15178	1588634 1615041	1589887 1556239	1.0 1.0	1.0 1.0
1717526	META:1.20.98.1-RXN	1572800 1616506 1581560	1583219 1616510 1555431	3.0 2.0 1.0	1.0 2.0 1.0
1717528	META:RXN-15835	1616510 1714699	1616506	1.0 1.0	1.0
1717529	META:RXN-15837	1714699 1581560 1572800	1555431 1583219	2.0 1.0 3.0	1.0 1.0
1717531	META:RXN-15174	1588634 1615034	1589919 1556239	1.0 1.0	1.0 1.0
1717532	META:RXN-15175	1588634 1615013	1556239 1589914	1.0 1.0	1.0 1.0
1717533	META:RXN-15176	1588634 1582789	1556239 1597171	1.0 1.0	1.0 1.0
1717534	META:RXN-15177	1615057 1588634	1556239 1589891	1.0 1.0	1.0 1.0
1717535	META:RXN-15170	1575354 1588634	1605597 1556239	1.0 1.0	1.0 1.0
1723681	META:RXN-1122	1562255 1611946 1584283	1535810 1611144 1570608	1.0 1.0 1.0	1.0 1.0 1.0
1723682	META:RXN-1121	1569568 1588225 1586414 1572800	1584283 1610854 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1723683	META:2.7.11.19-RXN	1611946 1616619	1610535 1616617	2.0 1.0	2.0 1.0
1723685	META:RXN-1126	1562255 1554772 1611946	1564025 1570608 1611144	1.0 1.0 1.0	1.0 1.0 1.0
1723686	META:RXN-1125	1562167 1610854	1569568 1572800 1602854	1.0 1.0	1.0 1.0 1.0
1723688	META:RXN-1124	1569568 1572800 1579207	1610854 1562255 1602854	1.0 1.0 1.0	1.0 1.0 1.0
1723689	META:RXN-13090	1550557 1586414	1590160 1583958	1.0 1.0	1.0 1.0
1723690	META:RXN-15851	1550557 1583219 1586414	1572800 1601990 1590160	1.0 2.0 3.0	2.0 1.0 3.0
1723691	META:RXN-13094	1562255 1611946 1541672	1610535 1542760 1554118	1.0 1.0 1.0	1.0 1.0 1.0
1723692	META:RXN-13093	1572800 1601990	1551441 1541672	1.0 1.0	1.0 1.0
1723693	META:RXN-13092	1586414 1583967	1590160 1572800 1601990	1.0 1.0	1.0 1.0 1.0
1723694	META:RXN-13091	1583965 1586414	1572800 1590160 1601979	1.0 1.0	1.0 1.0 1.0
1723695	META:4OH2OXOGLUTARALDOL-RXN	1594359	1586812 1598658	1.0	1.0 1.0
1723697	META:2.3.1.114-RXN	1593312 1600052	1584863 1562255	1.0 1.0	1.0 1.0
1723700	META:3.4.21.3-RXN	1615894 1583219	1615896 1615896	1.0 1.0	1.0 1.0
1723702	META:PHOSACETYLTRANS-RXN	1542760 1572576	1562255 1556353	1.0 1.0	1.0 1.0
1723707	META:RXN-1181	1549494 1611946 1617057	1617062 1570608 1611144	1.0 1.0 1.0	1.0 1.0 1.0
1723708	META:BETA-DIKETONE-HYDROLASE-RXN	1572947 1583219	1572800 1613518 1560222	1.0 1.0	1.0 1.0 1.0
1723711	META:1.8.4.7-RXN	1594250 1617066	1617071 1599116	1.0 1.0	1.0 2.0
1731620	META:RXN-13391	1606907 1569079	1616825 1606806 1551441	1.0 1.0	1.0 1.0 1.0
1731621	META:RXN-12060	1583219 1607801	1572800 1607837	1.0 1.0	1.0 1.0
1731622	META:RXN-13390	1606839 1597028	1541356 1572800 1545094	1.0 1.0	1.0 1.0 1.0
1731623	META:OPHELINE-KINASE-RXN	1611946 1564127	1610535 1572800 1568589	1.0 1.0	1.0 1.0 1.0
1731626	META:RXN-12074	1560646	1586812	1.0	2.0
1731628	META:RXN-15825	1617284 1714699	1617281	1.0 1.0	1.0
1731629	META:RXN-12072	1572800 1586414 1610842 1554816	1606799 1563457	1.0 1.0 1.0 1.0	1.0 1.0
1731632	META:RXN-12073	1586414 1566339	1572800 1564638	1.0 1.0	1.0 1.0
1731634	META:RXN-12078	1610854 1593765	1569568 1578880 1572800	1.0 1.0	1.0 1.0 1.0
1731636	META:RXN-12079	1563457 1593765	1606781 1572800 1610842	1.0 1.0	1.0 1.0 1.0
1731637	META:4.3.1.20-RXN	1554163	1538441 1598043	1.0	1.0 1.0
1731641	META:RXN-12076	1617284 1617286	1617281 1617290	1.0 1.0	1.0 1.0
1731642	META:RXN-15834	1714699 1617284	1617281	1.0 1.0	1.0
1731643	META:RXN-15833	1714699 1617290	1617286	1.0 1.0	1.0
1731644	META:RXN-12077	1607827 1615950	1551441 1615946	1.0 1.0	2.0 1.0
1731647	META:3.4.21.115-RXN	1583219 1617293	1617297 1617300 1617295	1.0 1.0	1.0 1.0 1.0
1732802	META:RXN-14503	1599993	1583300	1.0	1.0
1732803	META:CARBAMATE-KINASE-RXN	1551441 1598043 1611946	1568414 1572800 1610535	1.0 1.0 1.0	1.0 2.0 1.0
1732811	META:RXN-15836	1568868 1586414 1565420 1572800	1583219 1581668 1572364	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1732813	META:RXN-14501	1600016	1544464	1.0	1.0
1732814	META:RXN-14500	1600016	1556793	1.0	1.0
1732815	META:RXN-15838	1569715 1583219 1617407	1617410 1572800 1546693	1.0 1.0 1.0	1.0 2.0 1.0
1732817	META:RXN-15831	1714699 1617412	1617415	1.0 1.0	1.0
1732818	META:RXN-14507	1572800 1598577	1565363 1583219	2.0 1.0	1.0 1.0
1732819	META:RXN-14506	1569504	1598577	1.0	1.0
1732820	META:RXN-14505	1583219 1539852	1581241 1542760	1.0 1.0	1.0 1.0
1732821	META:RXN-14504	1599985	1538507	1.0	1.0
1732822	META:1.1.1.126-RXN	1610854 1614423	1569568 1610403 1572800	1.0 1.0	1.0 1.0 1.0
1732825	META:RXN-15828	1714699 1617417	1617420	1.0 1.0	1.0
1732826	META:R221-RXN	1581402 1556679	1556552 1581161	1.0 1.0	1.0 1.0
1732827	META:RXN-15840	1563632 1563457	1603977 1610842 1572800	1.0 1.0	1.0 1.0 1.0
1732829	META:RXN-15841	1601252 1586414 1603463	1551441 1541507 1578640	1.0 1.0 1.0	1.0 1.0 1.0
1732831	META:RXN-14510	1583219 1607837	1586569 1542760	1.0 1.0	1.0 1.0
1712451	META:RXN-7838	1579565	1583219 1588645	1.0	1.0 1.0
1712454	META:RXN-7848	1597028 1560535	1541356 1572800 1570100	1.0 1.0	1.0 1.0 1.0
1712456	META:RXN-7843	1594040 1576749	1562255 1577029	1.0 1.0	1.0 1.0
1712458	META:RXN-7842	1564025 1576749	1562255 1577049	1.0 1.0	1.0 1.0
1712459	META:GLYCINE-N-CHOLOYLTRANSFERASE-RXN	1566916 1543827	1572800 1562255 1602172	1.0 1.0	1.0 1.0 1.0
1712463	META:3.2.1.163-RXN	1583219 1614351	1614351 1556793	1.0 -1.0	-1.0 1.0
1712465	META:PHENDEHYD-RXN	1563457 1583219 1559101	1610842 1545620 1572800	1.0 1.0 1.0	1.0 1.0 2.0
1712473	META:RXN66-305	1539350 1586414 1569568	1578352 1583219 1589894 1610854	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1712474	META:RXN3O-130	1581501 1586414 1572800 1569568	1589894 1610854 1583219 1578352	1.0 3.0 2.0 3.0	1.0 3.0 4.0 1.0
1712475	META:RXN66-306	1601171 1610854	1572800 1569568 1578352	1.0 1.0	1.0 1.0 1.0
1712477	META:RXN66-303	1586414 1581501 1569568 1572800	1539205 1610854 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1712478	META:ACTINOMYCIN-LACTONASE-RXN	1580059 1583219	1588539 1572800	1.0 1.0	1.0 1.0
1712480	META:GLYCOPROTEIN-O-FATTY-ACYLTRANSFERASE-RXN	1608541 1573852	1562255 1573844	1.0 1.0	1.0 1.0
