Id	Entry	Left	Right	LeftStoich	RightStoich
1731936	META:RXN-13303	1604955	1604888 1583219	1.0	1.0 1.0
1731937	META:RXN-14633	1583219 1602869	1602814 1550989	1.0 1.0	1.0 1.0
1731938	META:RXN-13302	1604967	1604905 1583219	1.0	1.0 1.0
1731939	META:RXN-13301	1610854 1604946	1572800 1604963 1569568	1.0 1.0	1.0 1.0 1.0
1731940	META:RXN-14632	1565731	1600763 1541774	2.0	1.0 1.0
1731941	META:RXN66-17	1570230 1586414 1568868	1570224 1583219 1572364	1.0 1.0 1.0	1.0 1.0 1.0
1731942	META:RXN-13711	1570253 1572800 1586414 1568868	1570224 1572364 1583219	1.0 2.0 3.0 3.0	1.0 3.0 4.0
1731943	META:RXN-13308	1555076 1610854	1572800 1569568 1604894	1.0 1.0	1.0 1.0 1.0
1731944	META:RXN-14639	1597028 1602779	1602799 1572800 1541356	1.0 1.0	1.0 1.0 1.0
1731945	META:RXN66-18	1570224 1572364	1551441 1570212 1568868	1.0 1.0	1.0 1.0 1.0
1731947	META:RXN-1901	1583219 1591595	1551441 1541774	1.0 1.0	1.0 1.0
1731948	META:RXN-13307	1555237 1610854	1572800 1604888 1569568	1.0 1.0	1.0 1.0 1.0
1731949	META:RXN66-19	1548752 1610854	1569568 1572800 1570212	1.0 1.0	1.0 1.0 1.0
1731950	META:RXN-14637	1549137 1543802 1611946	1542760 1602788 1610535	1.0 1.0 1.0	1.0 1.0 1.0
1731952	META:RXN-13306	1570519 1610854	1569568 1604905 1572800	1.0 1.0	1.0 1.0 1.0
1731953	META:RXN-13305	1604946	1583219 1604882	1.0	1.0 1.0
1731954	META:RXN-14636	1601295	1583219 1601287 1572800	1.0	1.0 1.0 1.0
1731956	META:RXN66-24	1610854 1570404	1572800 1570415 1569568	1.0 1.0	1.0 1.0 1.0
1731957	META:2.7.1.148-RXN	1611946 1591412	1572800 1610535 1552461	1.0 1.0	1.0 1.0 1.0
1731960	META:RXN66-25	1548794	1570404	1.0	1.0
1731962	META:RXN66-26	1586414 1572800 1584134 1568868	1572364 1570650 1583219	1.0 1.0 1.0 1.0	1.0 1.0 2.0
1731965	META:RXN66-27	1541523 1610854	1572800 1569568 1570650	1.0 1.0	1.0 1.0 1.0
1731966	META:RXN-14629	1583219 1601859	1550989 1601792	2.0 1.0	2.0 1.0
1731967	META:RXN-14584	1601859 1583219	1550989 1601808	1.0 1.0	1.0 1.0
1731968	META:LACTATE-RACEMASE-RXN	1594605	1573130	1.0	1.0
1731971	META:RXN66-20	1586414 1548752 1572800 1568868	1583219 1570298 1572364	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1731972	META:RXN-13710	1586414 1572800 1568868 1548752	1583219 1570275 1572364	3.0 2.0 3.0 1.0	4.0 1.0 3.0
1731973	META:RXN66-21	1586414 1570298 1572800 1568868	1572364 1583219 1570285	1.0 1.0 1.0 1.0	1.0 2.0 1.0
1731974	META:RXN66-22	1570285 1568868 1586414	1572364 1570275 1583219	1.0 1.0 1.0	1.0 1.0 1.0
1731975	META:RXN66-23	1570275 1572364	1568868 1551441 1570415	1.0 1.0	1.0 1.0 1.0
1731976	META:3.4.22.58-RXN	1583219 1615896	1615896	1.0 1.0	1.0
1731978	META:3.2.1.130-RXN	1579924 1583219	1575378 1537120	1.0 1.0	1.0 1.0
1731980	META:RXN-13311	1597028 1604870	1597277 1572800 1541356	1.0 1.0	1.0 1.0 1.0
1731982	META:RXN-14642	1541183 1556679	1572800 1586262 1581161	1.0 1.0	1.0 1.0 1.0
1731983	META:XYLONO-14-LACTONASE-RXN	1583219 1607798	1572800 1557130	1.0 1.0	1.0 1.0
1731986	META:RXN-14641	1572364 1583300	1568868 1557199 1572800	1.0 1.0	1.0 1.0 1.0
1731987	META:RXN-13310	1605071 1597028	1604870 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1731988	META:RXN-14640	1602732 1583219	1608392 1547237	1.0 1.0	1.0 1.0
1731990	META:RXN-13315	1612066 1603181	1603170 1572800 1583294	1.0 1.0	1.0 1.0 1.0
1731992	META:RXN-14646	1572800 1569823	1572800 1569823	2.0 2.0	2.0 2.0
1731993	META:RXN-14645	1572800 1554939 1535309 1586414	1554571 1601145 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1731995	META:RXN-13314	1605211 1612066	1572800 1583294 1603181	1.0 1.0	1.0 1.0 1.0
1731996	META:RXN-13313	1583219 1533275	1533911 1542760	1.0 1.0	1.0 1.0
1731998	META:RXN-13319	1551491	1603163	1.0	1.0
1732000	META:RXN-14649	1572800 1558348	1572800 1558348	2.0 2.0	2.0 2.0
1732001	META:RXN-13318	1598633 1603176	1572800 1535087 1599570	1.0 1.0	1.0 1.0 1.0
1732002	META:RXN-14648	1572800 1559642	1559642 1572800	2.0 2.0	2.0 2.0
1732003	META:RXN-13317	1598633 1603170	1567163 1572800 1535087	1.0 1.0	1.0 1.0 1.0
1732004	META:RXN-13316	1605211 1545483	1572800 1603176 1583294	1.0 1.0	1.0 1.0 1.0
1732005	META:RXN-14647	1572800 1534773	1572800 1534773	2.0 2.0	2.0 2.0
1732006	META:RXN66-13	1586414 1572706 1569568	1572696 1589894 1610854 1583219	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1732007	META:RXN-13707	1572800 1569568 1586414 1572727	1583219 1589894 1572696 1610854	2.0 3.0 3.0 1.0	4.0 1.0 1.0 3.0
1732008	META:RXN66-14	1570253 1610854	1572696 1569568 1572800	1.0 1.0	1.0 1.0 1.0
1732009	META:RXN66-15	1568868 1572800 1570253 1586414	1570236 1572364 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1732010	META:RXN66-16	1568868 1572800 1570236 1586414	1572364 1583219 1570230	1.0 1.0 1.0 1.0	1.0 2.0 1.0
1732011	META:RXN-13309	1552102 1610854	1569568 1604882 1572800	1.0 1.0	1.0 1.0 1.0
1732012	META:RXN66-10	1572800 1581501 1569568	1572727 1610854	1.0 1.0 1.0	1.0 1.0
1732013	META:RXN66-11	1572727 1586414 1572800 1569568	1572717 1610854 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1732014	META:RXN66-12	1572717 1569568 1586414 1572800	1610854 1583219 1572706	1.0 1.0 1.0 1.0	1.0 2.0 1.0
1732015	META:1.1.1.215-RXN	1610854 1586259	1569568 1556523 1572800	1.0 1.0	1.0 1.0 1.0
1732018	META:RXN-13322	1600052 1572800 1569682	1551441 1606553 1562255	1.0 1.0 1.0	1.0 1.0 1.0
1732019	META:RXN-14653	1572800 1546579	1572800 1546579	2.0 2.0	2.0 2.0
1732020	META:RXN-14652	1561087 1572800	1561087 1572800	2.0 2.0	2.0 2.0
1732021	META:PALMITOTRANS-RXN	1616896 1610961	1595765 1616123	1.0 1.0	1.0 1.0
1732022	META:RXN-14651	1543827 1572800	1543827 1572800	2.0 2.0	2.0 2.0
1732023	META:RXN-14650	1577915 1572800	1577915 1572800	2.0 2.0	2.0 2.0
1732024	META:RXN-13326	1584189 1597028	1572800 1575410 1541356	1.0 1.0	1.0 1.0 1.0
1732026	META:RXN-14657	1602758	1602779	1.0	1.0
1732027	META:RXN-14656	1603463 1602779 1586414	1578640 1602804 1596943 1551441	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1732028	META:RXN-13325	1586414 1545273 1616980	1616984 1583219 1600600	1.0 1.0 1.0	1.0 1.0 1.0
1732030	META:RXN-14655	1586414 1602799 1603463	1578640 1602876 1596943 1551441	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1732031	META:RXN-13324	1586414 1569568 1572800 1545273	1583219 1606557 1610854	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1734336	META:RXN-14818	1608786 1610854	1569568 1608783 1572800	1.0 1.0	1.0 1.0 1.0
1734337	META:RXN-14817	1583219 1543662	1593765 1542760	1.0 1.0	1.0 1.0
1734338	META:RXN-14816	1605597	1608826	1.0	1.0
1734339	META:RXN0-947	1556815 1616576	1563972 1572800 1616123	1.0 1.0	1.0 1.0 1.0
1734341	META:RXN0-949	1563972 1616832 1597028	1616839 1561087 1600669 1534557	1.0 2.0 2.0	2.0 2.0 2.0 1.0
1734343	META:tRNA-Reactions				
1734344	META:ACETYLCHOLINESTERASE-RXN	1583219 1579246	1549494 1599839 1572800	1.0 1.0	1.0 1.0 1.0
1734365	META:D-OCTOPINE-DEHYDROGENASE-RXN	1556679 1558202 1583219	1586812 1611733 1581161	1.0 1.0 1.0	1.0 1.0 1.0
1734367	META:HOMOACONITATE-HYDRATASE-RXN	1541109	1583219 1598322	1.0	1.0 1.0
1736097	META:RXN-12472	1608488 1597028	1572800 1541356 1533327	1.0 1.0	1.0 1.0 1.0
1736099	META:RXN-11141	1572973 1598658	1556404 1543827	1.0 1.0	1.0 1.0
1736101	META:RXN-12473	1559855 1617818	1533425 1611144 1617822	1.0 1.0	1.0 1.0 1.0
1736104	META:RXN-12478	1597028 1549436	1544079 1541356	1.0 1.0	1.0 1.0
1736106	META:RXN-11147	1578505	1561901	1.0	1.0
1736107	META:RXN-11148	1617825 1583219 1535117	1543827 1535129	1.0 1.0 1.0	1.0 1.0
1736109	META:RXN-12479	1597028 1617827	1617830 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1736110	META:RXN-12476	1574319 1572364	1599159 1568868 1572800	1.0 1.0	1.0 1.0 1.0
1736111	META:RXN-11145	1583219 1552744	1617835 1617833	1.0 1.0	1.0 1.0
1736113	META:RXN-11146	1535117 1617837 1583219	1543827 1535115	1.0 1.0 1.0	1.0 1.0
1736115	META:RXN-12477	1617839 1597028	1617842 1541356 1572800	1.0 1.0	1.0 1.0 1.0
1736116	META:SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	1554367	1565136 1568840	1.0	1.0 1.0
1736119	META:R543-RXN	1572800 1546065 1586414 1610842	1563457 1583219 1551425	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1736121	META:R268-RXN	1583219 1551082	1551042 1572800	1.0 1.0	1.0 1.0
1736122	META:RXN-12481	1549568 1538441	1551441 1548789 1543319	1.0 1.0	1.0 1.0 1.0
1736124	META:RXN-11150	1583219 1561901	1606128 1542760	1.0 1.0	1.0 1.0
1736125	META:1.14.12.4-RXN	1611056 1586414 1568868	1550885 1572364	1.0 1.0 1.0	1.0 1.0
1736129	META:RXN-11151	1610854 1570476	1606536 1572800 1569568	1.0 1.0	1.0 1.0 1.0
1736132	META:RXN-12480	1617845 1597028	1541356 1617848 1572800	1.0 1.0	1.0 1.0 1.0
1736134	META:RXN-11155	1556679 1534815	1575458 1581161	1.0 1.0	1.0 1.0
1736135	META:RXN-12486	1608111 1542760	1572800 1543606 1536927	1.0 1.0	1.0 1.0 1.0
1736138	META:RXN-11152	1572800 1570476	1583219 1556960	1.0 1.0	1.0 1.0
1736139	META:RXN-11153	1556679 1556960	1554939 1572800 1581161	1.0 1.0	1.0 1.0 1.0
1736140	META:RXN-12484	1610854 1565186	1540263 1572800 1569568	1.0 1.0	1.0 1.0 1.0
1736141	META:RXN-12489	1610842 1545620 1586414 1572800	1583219 1563457 1551412	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1736142	META:RXN-11158	1556679 1534847	1581161 1575496	1.0 1.0	1.0 1.0
1736143	META:RXN-11159	1534832 1556679	1575415 1581161	1.0 1.0	1.0 1.0
1736144	META:GLUCURONOKINASE-RXN	1595818 1611946	1610535 1572800 1561743	1.0 1.0	1.0 1.0 1.0
1736148	META:RXN-12487	1583219 1582206 1586414	1537223 1590160 1598043	1.0 1.0 1.0	1.0 1.0 1.0
1736149	META:RXN-11156	1534805 1556679	1581161 1575424	1.0 1.0	1.0 1.0
1736150	META:RXN-11157	1548973 1556679	1575515 1581161	1.0 1.0	1.0 1.0
1736151	META:RXN-12488	1617851 1583219	1615896 1617139	1.0 1.0	1.0 1.0
1736153	META:CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN	1574148 1583219	1569968 1594967	1.0 1.0	1.0 1.0
1736156	META:RXN-1841	1583219 1546560	1608797 1562305	1.0 1.0	1.0 1.0
1736157	META:2.6.1.65-RXN	1559913 1603463	1575063 1543802	1.0 1.0	1.0 1.0
1736160	META:3.4.13.18-RXN	1616049 1583219	1543731	1.0 1.0	2.0
1736161	META:3.5.1.76-RXN	1541056 1583219	1589274 1572800 1549494	1.0 1.0	1.0 1.0 1.0
1736163	META:2.4.99.8-RXN	1588279 1609896	1584836 1533406	1.0 1.0	1.0 1.0
1736167	META:3.1.4.36-RXN	1583219 1608242	1596288 1572800	1.0 1.0	1.0 1.0
1736169	META:2.1.1.151-RXN	1582246 1597028	1590104 1572800 1541356	1.0 1.0	1.0 1.0 1.0
1736173	META:AMIDINOASPARTASE-RXN	1550282 1583219	1600311 1594148	1.0 1.0	1.0 1.0
1736176	META:3.4.23.20-RXN	1583219 1615894	1615896 1615896	1.0 1.0	1.0 1.0
1736178	META:5.4.1.2-RXN	1554464 1572800	1554473	1.0 1.0	1.0
1736181	META:1.14.16.3-RXN	1586414 1566097 1603301	1587334 1573300 1583219	1.0 1.0 1.0	1.0 1.0 1.0
1736184	META:2.3.1.77-RXN	1559034 1534441	1566024 1598249	1.0 1.0	1.0 1.0
1736186	META:FRUCTOKINASE-RXN	1611946 1589318	1610535 1593981 1572800	1.0 1.0	1.0 1.0 1.0
1736194	META:R214-RXN	1566108 1563457	1610842 1551441 1565663	1.0 1.0	1.0 1.0 1.0
1736195	META:3.1.3.69-RXN	1582173 1583219	1542760 1612584	1.0 1.0	1.0 1.0
1736198	META:5-FORMYL-THF-CYCLO-LIGASE-RXN	1569109 1611946	1610535 1542760 1585106	1.0 1.0	1.0 1.0 1.0
1736201	META:R226-RXN	1581241 1557469 1611946	1557336 1572800 1542760 1610535	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1736202	META:Redox-Half-Reactions				
1736205	META:6.1.1.24-RXN	1572800 1543802 1617853 1611946	1611144 1570608 1617855	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1736208	META:PSERTRANSAMPYR-RXN	1543802 1568496	1598890 1603463	1.0 1.0	1.0 1.0
1736211	META:1.13.11.9-RXN	1586414 1591599	1572800 1538386	1.0 1.0	1.0 1.0
1736213	META:S-2-METHYLMALATE-DEHYDRATASE-RXN	1607859	1599138 1583219	1.0	1.0 1.0
1736216	META:2-METHYLCITRATE-SYNTHASE-RXN	1538441 1583219 1567234	1552032 1572800 1562255	1.0 1.0 1.0	1.0 1.0 1.0
1736219	META:3.4.21.32-RXN	1583219 1617535	1615896	1.0 1.0	-1.0
1736221	META:RXN-1884	1591583 1563457	1556960 1610842 1572800	1.0 1.0	1.0 1.0 1.0
1736257	META:RXN-13706	1610842 1572800 1586414 1595011	1551441 1563457 1555697 1591154	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1736259	META:RXN-13705	1534292	1548359	1.0	1.0
1736260	META:FMN-OX-RXN	1617858 1616461	1616456 1617384 1572800	1.0 1.0	1.0 1.0 2.0
1736261	META:1.17.99.1-RXN	1563956 1583219 1556679	1592428 1572800 1581161	1.0 1.0 1.0	1.0 2.0 1.0
1736264	META:D-AMINO-ACID-OXIDASE-RXN	1578336 1583219 1586414	1584568 1598043 1590160	1.0 1.0 1.0	1.0 1.0 1.0
1736269	META:RXN-13721	1583219 1536153	1562255 1572800 1603157	1.0 1.0	1.0 1.0 1.0
1736271	META:RXN-13720	1594034	1593981	1.0	1.0
1736273	META:RXN-13726	1585139 1597028	1534135 1541356	1.0 1.0	1.0 1.0
1736275	META:RXN-13725	1597028 1534253	1572800 1541356 1534172	1.0 1.0	1.0 1.0 1.0
1736276	META:RXN-13724	1539494 1610854 1570608	1572800 1559871 1569568	1.0 1.0 1.0	1.0 1.0 1.0
1736279	META:RXN-13719	1610854 1537880	1572800 1615714 1569568	1.0 1.0	1.0 1.0 1.0
1736280	META:RXN-7652	1586414 1570594 1569568	1610854 1583219 1544808	1.0 1.0 1.0	1.0 1.0 1.0
1736281	META:FLAVONADPREDUCT-RXN	1569568 1616608 1572800	1610854 1616602	1.0 1.0 1.0	1.0 1.0
1713606	META:HYDROXYLAMINE-REDUCTASE-NADH-RXN	1563457 1583219 1598043	1572800 1562732 1610842	1.0 1.0 1.0	2.0 1.0 1.0
1713609	META:RXN1G-89	1572800 1616129 1616135	1551441 1616123 1616138	1.0 1.0 1.0	1.0 1.0 1.0
1713611	META:RXN-7719	1563457 1536101	1572800 1614245 1610842	1.0 1.0	1.0 1.0 1.0
1713613	META:2KETO-3METHYLVALERATE-RXN	1563457 1562255 1601229	1551441 1610842 1563038	1.0 1.0 1.0	1.0 1.0 1.0
1713614	META:2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	1549107 1563457 1562255	1610733 1610842 1551441	1.0 1.0 1.0	1.0 1.0 1.0
1713615	META:DEXTRIN-DEXTRANASE-RXN	1541247 1535842	1535842 1541247	-1.0 -1.0	-1.0 -1.0
1713617	META:RXN1G-94	1616140 1572800 1616129	1616123 1551441 1616142	1.0 1.0 1.0	1.0 1.0 1.0
1713618	META:1.14.13.93-RXN	1553304 1572800 1586414 1569568	1583219 1610854 1573687	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1713622	META:2.7.1.63-RXN	1543770 1552060	1552060 1543778	1.0 -1.0	-1.0 1.0
1713624	META:GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1566123 1583219 1563457	1572800 1610842 1612975	1.0 1.0 1.0	2.0 1.0 1.0
1713628	META:CINNAMATE-GLUCOSYLTRANSFERASE-RXN	1554816 1545483	1610485 1583294	1.0 1.0	1.0 1.0
1715619	META:CREATINE-KINASE-RXN	1611946 1534229	1572800 1610535 1607046	1.0 1.0	1.0 1.0 1.0
1715630	META:RXN-7999	1603463 1586414 1558638	1546781 1578640 1583219 1551441	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1715631	META:CARNITINE-O-PALMITOYLTRANSFERASE-RXN	1608541 1593614	1562255 1560715	1.0 1.0	1.0 1.0
1715635	META:RXN-7997	1554624 1564025	1562255 1571419	1.0 1.0	1.0 1.0
1715636	META:RXN-4002	1597028 1605163	1572800 1541356 1605130	1.0 1.0	1.0 1.0 1.0
1715640	META:RXN-7998	1594040 1554624	1562255 1571415	1.0 1.0	1.0 1.0
1715641	META:RENILLA-LUCIFERIN-SULFOTRANSFERASE-RXN	1596590 1597689	1572800 1596478 1608499	1.0 1.0	1.0 1.0 1.0
1715644	META:MBCOA-DHLIPOAMIDE-RXN	1536101 1563038	1562255 1545981	1.0 1.0	1.0 1.0
1715645	META:RXN-7992	1533152 1600562	1586030 1543606	1.0 1.0	1.0 1.0
1715647	META:PGLYCEROLTRANSII-RXN	1595863 1571448	1595863 1571448	1.0 1.0	1.0 1.0
1737216	META:RXN-14935	1554018 1577109	1578640 1584881	1.0 1.0	1.0 1.0
1737218	META:RXN-13604	1610854 1538722	1572800 1569568 1590196	1.0 1.0	1.0 1.0 1.0
1737221	META:RXN-13603	1612579 1583219	1555223 1543770	1.0 1.0	1.0 1.0
1737223	META:RXN-13602	1612603 1583219	1543770 1549304	1.0 1.0	1.0 1.0
1737224	META:RXN-14933	1606257 1577109	1578640 1611559	1.0 1.0	1.0 1.0
1737226	META:RXN-14929	1610922 1572800 1592536	1570608 1551441 1556581	1.0 1.0 1.0	1.0 1.0 1.0
1737228	META:RXN-14928	1597028 1617923	1541356 1617925 1572800	1.0 1.0	1.0 1.0 1.0
1737230	META:RXN-14927	1596661 1597028	1572800 1541356 1596683	1.0 1.0	1.0 1.0 1.0
1737232	META:RXN-14926	1586414 1610007	1611562	1.0 1.0	1.0
1737233	META:MALONATE-SEMIALDEHYDE-DEHYDRATASE-RXN	1583681	1583219 1554023	1.0	1.0 1.0
1737236	META:2.3.1.41-RXN	1572800 1616129 1616283	1616123 1616803 1551441	1.0 1.0 1.0	1.0 1.0 1.0
1737237	META:1.13.12.12-RXN	1586414 1549466	1566170 1580870	1.0 1.0	1.0 1.0
1737241	META:2.4.1.116-RXN	1594448 1545483	1572800 1583294 1594444	1.0 1.0	1.0 1.0 1.0
1737243	META:NUCLEOSIDE-PHOSPHATE-KINASE-RXN	1611946 1544025	1572734 1610535	1.0 1.0	1.0 1.0
1737245	META:3.6.3.10-RXN	1541897 1572800 1583219 1611946	1541897 1542760 1572800 1572800 1610535	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0
1737248	META:RXN-13612	1614404	1572800 1562255 1577170	1.0	1.0 1.0 1.0
1737251	META:RXN-14943	1611477	1583219 1611489	1.0	1.0 1.0
1737253	META:3.1.27.6-RXN	1583219 1616334	1616255	1.0 1.0	2.0
1737254	META:RXN-14942	1546194	1583219 1611489	1.0	1.0 1.0
1737255	META:RXN-13611	1606077 1596474	1583219 1607293	1.0 1.0	1.0 1.0
1737256	META:RXN-14941	1611501	1583219 1574144	1.0	1.0 1.0
1737257	META:RXN-13610	1608302 1583219	1547483 1610191	1.0 1.0	1.0 1.0
1737259	META:GART-RXN	1594382 1583592	1582153 1572800 1585747	1.0 1.0	1.0 1.0 1.0
1737264	META:RXN-14940	1549995	1577364 1586812	1.0	1.0 1.0
1737266	META:RXN-13616	1574527	1588712 1583219	1.0	1.0 1.0
1737268	META:RXN-14947	1578779	1577586	1.0	1.0
1737269	META:RXN-14946	1578779	1583219 1606870	1.0	1.0 1.0
1737270	META:RXN-13615	1615933 1555467	1615939 1588712	1.0 1.0	1.0 1.0
1737271	META:RXN-14945	1603324	1611454 1583219	1.0	1.0 1.0
1737272	META:RXN-13614	1562255 1610294 1611946	1611144 1555467 1570608	1.0 1.0 1.0	1.0 1.0 1.0
1737273	META:RXN-13613	1616129 1572800 1562735	1551441 1562255 1617927	1.0 1.0 1.0	1.0 1.0 1.0
1737275	META:RXN-14944	1611466	1583219 1611454	1.0	1.0 1.0
1737276	META:RXN-13609	1583219 1541464	1598043 1542760 1569673	1.0 1.0	1.0 1.0 1.0
1737279	META:METHYLVALERATE-RXN	1572800 1614245 1601229	1551441 1545981	1.0 1.0 1.0	1.0 1.0
1737281	META:RXN-14939	1583219 1549995	1611538 1586812	1.0 1.0	1.0 1.0
1737283	META:RXN-13608	1610943 1608674	1583294 1572800 1614478	1.0 1.0	1.0 1.0 1.0
1737284	META:RXN-14938	1613677 1583219	1582326 1542760	1.0 1.0	1.0 1.0
1737286	META:RXN-13607	1608674 1610943	1610949 1583294	1.0 1.0	1.0 1.0
1737287	META:RXN-13606	1583219 1614469	1572800 1610943 1614455	1.0 1.0	1.0 1.0 1.0
1737288	META:RXN-14937	1566382 1583219	1560321 1562255 1572800	1.0 1.0	1.0 1.0 1.0
1737290	META:TRICHODIENE-SYNTHASE-RXN	1589969	1570608 1535947	1.0	1.0 1.0
1737293	META:CARNITINE-DECARBOXYLASE-RXN	1593614 1572800	1551787 1551441	1.0 1.0	1.0 1.0
1737296	META:3.2.1.81-RXN	1583577 1583219	1600965	1.0 -1.0	-1.0
1737298	META:IMIDAZOLONEPROPIONASE-RXN	1583219 1610555	1567441	1.0 1.0	1.0
1737301	META:SIROHEME-FERROCHELAT-RXN	1595429 1583993	1572800 1586492	1.0 1.0	2.0 1.0
1737305	META:3.2.1.11-RXN	1583219 1588822	1538926	1.0 1.0	-1.0
1737308	META:DARABISOM-RXN	1596841	1605737	1.0	1.0
1737311	META:2.1.1.28-RXN	1597028 1614062	1572800 1541356 1536482	1.0 1.0	1.0 1.0 1.0
1737313	META:ECDYSONE-OXIDASE-RXN	1586414 1604500	1590160 1556967	1.0 1.0	1.0 1.0
1737316	META:2.3.1.72-RXN	1609434 1608118	1563122 1543770	1.0 1.0	1.0 1.0
1737319	META:COBALAMIN5PSYN-RXN	1610834 1558946	1543854 1572800 1588723	1.0 1.0	1.0 1.0 1.0
1737321	META:2.4.1.205-RXN	1612066 1596564	1596564 1583294	1.0 -1.0	-1.0 1.0
1737323	META:ADP--THYMIDINE-KINASE-RXN	1592290 1610535	1572800 1611144 1581646	1.0 1.0	1.0 1.0 1.0
1737325	META:GEISSOSCHIZINE-DEHYDROGENASE-RXN	1610854 1599622	1569568 1559241	1.0 1.0	1.0 1.0
1737328	META:2.4.99.9-RXN	1600894 1609896	1533406 1577392	1.0 1.0	1.0 1.0
1737333	META:2.4.1.88-RXN	1584202 1534689	1551765 1572800 1583294	1.0 1.0	1.0 1.0 1.0
1737336	META:5-NUCLEOTID-RXN	1579952 1583219	1542760 1551588	1.0 1.0	1.0 1.0
1737337	META:CARNCOARACE-RXN	1551564	1595282	1.0	1.0
1737339	META:3.1.3.52-RXN	1617931 1583219	1542760 1617934	1.0 1.0	1.0 1.0
1737341	META:2.4.1.41-RXN	1534689 1592716	1572800 1583294 1550567	1.0 1.0	1.0 1.0 1.0
1737344	META:MALTACETYLTRAN-RXN	1572576 1546285	1593821 1562255	1.0 1.0	1.0 1.0
1737348	META:2.5.1.66-RXN	1611733 1543485	1539143 1542760 1572800	1.0 1.0	1.0 1.0 1.0
1737351	META:1.1.1.264-RXN	1613673 1572364	1572800 1568868 1584547	1.0 1.0	1.0 1.0 1.0
1737352	META:ACYLAGMATINE-AMIDASE-RXN	1550905 1583219	1556341 1594283	1.0 1.0	1.0 1.0
1737355	META:UDP-ARABINOSE-4-EPIMERASE-RXN	1542628	1548251	1.0	1.0
1737361	META:3.2.1.1-RXN	1583219 1541712	1556359 1546285	1.0 1.0	1.0 1.0
1737362	META:1.2.3.3-RXN	1542760 1572800 1586414 1586812	1556353 1590160 1551441	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1737366	META:ARALKYLAMINE-DEHYDROGENASE-RXN	1583219 1605684 1616510	1610383 1616506 1598043	1.0 1.0 2.0	1.0 2.0 1.0
1737368	META:3.5.5.6-RXN	1583219 1584374	1598043 1595253	2.0 1.0	1.0 1.0
1737371	META:GUANYLCYC-RXN	1544315	1544351 1570608	1.0	1.0 1.0
1737378	META:AMIDASE-RXN	1583219 1586202	1615661 1598043	1.0 1.0	1.0 1.0
1737381	META:ARISTOLOCHENE-SYNTHASE-RXN	1589969	1570608 1574666	1.0	1.0 1.0
1737384	META:RXN0-4281	1614958 1610854	1569568 1587665 1572800	1.0 1.0	1.0 1.0 1.0
1737389	META:RXN-10075	1586414 1601044	1572800 1590869	1.0 1.0	2.0 1.0
1737390	META:RXN-10074	1586414 1615001 1613217	1541014 1573495 1583219 1533314	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1737391	META:RXN-10077	1569071 1583219	1572800 1533314 1565657	1.0 1.0	1.0 1.0 1.0
1737392	META:RXN-10076	1613217 1573495 1586414 1572800	1601044 1533314 1541014 1583219	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1737393	META:RXN-10079	1586414 1572800 1563611 1610842	1551441 1583219 1563457 1569611	1.0 2.0 1.0 1.0	1.0 1.0 1.0 1.0
1737396	META:RXN-10078	1610842 1572800 1586414 1561121	1551441 1563457 1569611 1583219	1.0 2.0 1.0 1.0	1.0 1.0 1.0 1.0
1737397	META:STROMBINE-DEHYDROGENASE-RXN	1558068 1583219 1563457	1543827 1586812 1610842 1572800	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1737400	META:CHMS-DEHYDROGENASE-RXN	1544758 1583219 1563457	1572800 1544765 1610842	1.0 1.0 1.0	2.0 1.0 1.0
1737405	META:FARNESYL-DIPHOSPHATE-KINASE-RXN	1611946 1589969	1610535 1559646	1.0 1.0	1.0 1.0
1737408	META:CARBOXYPEPTIDASE-A-RXN	1615896 1583219	1592062 1615896	1.0 1.0	1.0 1.0
1737410	META:RXN-10082	1569049	1569056	1.0	1.0
1737412	META:R202-RXN	1562845 1568868	1572364 1546693 1562811	1.0 1.0	1.0 1.0 1.0
1737413	META:RXN-10081	1563740 1572800	1569043	1.0 1.0	1.0
