ModelEntityId	EntityType	ClusterEntry	ClusterId
1757680	ModelReaction	mrxn_2296	435163
1817081	ModelReaction	mrxn_2296	435163
1817075	ModelReaction	mrxn_2296	435163
1757682	ModelReaction	mrxn_2296	435163
1803497	ModelReaction	mrxn_2296	435163
1803299	ModelReaction	mrxn_2296	435163
1757678	ModelReaction	mrxn_2296	435163
1817077	ModelReaction	mrxn_2296	435163
1798711	ModelReaction	mrxn_2296	435163
1767155	ModelReaction	mrxn_2297	435160
1812645	ModelReaction	mrxn_2297	435160
1798949	ModelReaction	mrxn_2298	435161
1768563	ModelReaction	mrxn_2298	435161
1809127	ModelReaction	mrxn_2299	435174
1802397	ModelReaction	mrxn_2299	435174
1806853	ModelReaction	mrxn_2299	435174
1765423	ModelReaction	mrxn_2299	435174
1757551	ModelReaction	mrxn_2299	435174
1818669	ModelReaction	mrxn_2300	435170
1818851	ModelReaction	mrxn_2300	435170
1818320	ModelReaction	mrxn_2300	435170
1810972	ModelReaction	mrxn_2301	435171
1813240	ModelReaction	mrxn_2301	435171
1798864	ModelReaction	mrxn_2301	435171
1764359	ModelReaction	mrxn_2302	435168
1818831	ModelReaction	mrxn_2302	435168
1757561	ModelReaction	mrxn_2302	435168
1806864	ModelReaction	mrxn_2302	435168
1767746	ModelReaction	mrxn_2302	435168
1803642	ModelReaction	mrxn_2302	435168
1756688	ModelReaction	mrxn_2303	435182
1805982	ModelReaction	mrxn_2303	435182
