Id	Entry	Left	Right	LeftStoich	RightStoich
1692570	rxn10401	1492225 1520112	1492335	2.0 1.0	2.0
1692574	rxn11735	1492238 1492321 1493254	1492256 1501853 1492258 1492514	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1692576	rxn09414	1493320 1492225 1492225 1493320 1525566 1525566	1493893 1525568 1493893 1494800 1525568 1494800	1.0 1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692578	rxn11737	1496725 1492514 1492246 1492255	1492250 1528289 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692581	rxn11738	1492246 1528289 1492255 1492514	1492250 1492225 1528292	1.0 1.0 1.0 1.0	1.0 2.0 1.0
1692583	rxn11739	1493230 1492255 1492514 1492246	1492250 1500738 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692585	rxn09417	1492372 1525566	1525568 1492707	1.0 1.0	1.0 1.0
1692586	rxn10409	1492238 1492263 1519459 1492514	1492286 1526945 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692590	rxn10408	1492238 1519467 1492514 1492263	1526948 1492286 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692594	rxn10407	1492263 1492238 1519493 1492514	1492268 1492286 1526960	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692598	rxn10406	1519478 1492238 1492514 1492263	1492268 1492286 1526954	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692602	rxn11730	1513414	1492363 1492533	1.0	1.0 1.0
1692604	rxn10405	1492263 1492514 1519486 1492238	1492286 1526957 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692608	rxn11731	1492298 1492437	1499297 1492367	1.0 1.0	1.0 1.0
1692611	rxn10404	1519456 1492263 1492238 1492514	1492286 1492268 1526951	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692615	rxn11732	1497456 1492240	1492514 1492321 1492243	1.0 1.0	1.0 1.0 1.0
1692617	rxn10403	1526954 1526945 1526960 1492853 1519423 1497387 1493549 1526951 1526957 1526948	1519403 1492263	0.2 0.07 0.05 0.1 0.01 0.03 0.03 0.01 0.34 0.17	0.01 1.0
1692620	rxn11733	1493097	1528193 1492268	1.0	1.0 1.0
1692622	rxn11701	1492331 1528186	1492273 1528187	1.0 1.0	1.0 1.0
1692629	rxn11702	1492321 1494598 1492514	1528191 1492266	1.0 1.0 1.0	1.0 1.0
1692632	rxn11703	1528191	1492298 1502486	1.0	1.0 1.0
1692633	rxn11704	1528187 1492404	1502534 1492412	1.0 1.0	1.0 1.0
1692635	rxn11705	1502532	1528189	1.0	1.0
1692637	rxn11706	1528189	1528187	1.0	1.0
1692639	rxn11707	1528210	1505215	1.0	1.0
1692641	rxn11708	1512567	1528206	1.0	1.0
1692643	rxn11709	1528206	1528210	1.0	1.0
1692645	rxn11700	1522214 1492225	1519767 1495850	1.0 1.0	1.0 1.0
1692647	rxn08159	1492476	1492476	1.0	1.0
1692650	rxn10479	1527172 1492225	1498974 1492298 1492271	1.0 1.0	1.0 1.0 1.0
1692653	rxn08158	1492487 1492476 1492487 1492476	1492298 1524662 1524662 1492298	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1692654	rxn10478	1492305 1527133 1527118 1492225	1492266 1527120 1527149 1492514 1492263	1.0 1.0 2.0 1.0	1.0 2.0 1.0 2.0 1.0
1692657	rxn10477	1492225 1527118 1493111	1527120 1492514 1492266	1.0 2.0 1.0	2.0 2.0 1.0
1692658	rxn10476	1503890 1492225 1492238 1492916	1492514 1492256 1492258 1503894	1.0 1.0 1.0 1.0	2.0 1.0 1.0 1.0
1692662	rxn08155	1492437	1492437	1.0	1.0
1692667	rxn09486	1492489 1499999	1493015 1492268	1.0 1.0	1.0 1.0
1692668	rxn10475	1492238 1527016	1492256 1500625	1.0 1.0	1.0 1.0
1692670	rxn08154	1492437 1492514	1492514 1492437	1.0 1.0	1.0 1.0
1692673	rxn10474	1492916	1492916	1.0	1.0
1692676	rxn10473	1492668	1492668	1.0	1.0
1692678	rxn09487	1492225 1492250 1495210	1492246 1492309 1492514	1.0 1.0 1.0	1.0 1.0 2.0
1692681	rxn10472	1492225 1499596	1527139	1.0 1.0	1.0
1692683	rxn10471	1495722	1495722	1.0	1.0
1692686	rxn10470	1493542	1493542	1.0	1.0
1692689	rxn08162	1492844	1492844	1.0	1.0
1692692	rxn08161	1492514 1492844	1492844 1492514	1.0 1.0	1.0 1.0
1692695	rxn08164	1504299	1504299	1.0	1.0
1692697	rxn08163	1492238 1504299 1492225 1492238 1492225	1492256 1492256 1504299 1492258 1492258 1492514	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692700	rxn08160	1492225 1492844 1492238 1492225 1492238	1492258 1492256 1492514 1492256 1492844 1492258	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692703	rxn09491	1525541 1492853 1525463 1525545 1525385 1497387 1501712 1493549 1496276	1492263 1520280	0.09 0.27 0.17 0.24 0.01 0.1 0.02 0.05 0.06	1.0 0.01
1692705	rxn09490	1493015	1520297 1492514 1492273	1.0	1.0 1.0 1.0
1692706	rxn08148	1525847 1492514	1492514 1525847	1.0 1.0	1.0 1.0
1692708	rxn09479	1492255 1501712	1492329 1501716	1.0 1.0	1.0 1.0
1692711	rxn10468	1527129 1492225	1527179	1.0 1.0	1.0
1692713	rxn08147	1502098 1494842	1525847 1492514 1517104 1493170	2.0 1.0	2.0 2.0 2.0 1.0
1692715	rxn09478	1496276 1492255	1498401 1492329	1.0 1.0	1.0 1.0
1692718	rxn10467	1492381 1527098	1492268 1527092	1.0 1.0	1.0 1.0
1692721	rxn10466	1492238 1527098	1527090 1492268	1.0 1.0	1.0 1.0
1692724	rxn08149	1492514 1502098	1502098 1492514	1.0 1.0	1.0 1.0
1692726	rxn10465	1492225 1527092	1527098 1492814 1492514	1.0 1.0	1.0 1.0 1.0
1692729	rxn08144	1517108 1525847	1502098	1.0 1.0	1.0
1692732	rxn09475	1492255 1493549	1524751 1492329	1.0 1.0	1.0 1.0
1692735	rxn10464	1527090 1492225	1527098 1492514 1492286	1.0 1.0	1.0 1.0 1.0
1692738	rxn08143	1492238 1492225 1492225 1492238 1502098	1502098 1492258 1492258 1492256 1492256 1492514	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692741	rxn09474	1525475 1492255	1525479 1492329	1.0 1.0	1.0 1.0
1692744	rxn08146	1502098 1496301	1517104 1525847 1492433 1492514	2.0 1.0	2.0 2.0 1.0 2.0
1692745	rxn09477	1497387 1492255	1501706 1492329	1.0 1.0	1.0 1.0
1692748	rxn08145	1502098 1495622	1492276 1517104 1525847 1492514	2.0 1.0	1.0 2.0 2.0 2.0
1692749	rxn09476	1492853 1492255	1501701 1492329	1.0 1.0	1.0 1.0
1692752	rxn10461	1526973 1492777	1492514 1492417 1526988	1.0 1.0	1.0 1.0 1.0
1692755	rxn10460	1527039 1492777	1492417 1527053 1492514	1.0 1.0	1.0 1.0 1.0
1692758	rxn11790	1492899 1495842	1528510 1492273	1.0 1.0	1.0 1.0
1692760	rxn11791	1495842 1492899	1492273 1528370	1.0 1.0	1.0 1.0
1692762	rxn08151	1492238 1492238 1492225 1492437 1492225	1492437 1492258 1492256 1492258 1492256 1492514	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692765	rxn11792	1503206	1528365	1.0	1.0
1692767	rxn08150	1525847 1492514	1525847 1492514	1.0 1.0	1.0 1.0
1693313	rxn11772	1492238 1528447 1492225 1492447	1492286 1492514 1528450 1492309 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0
1693320	rxn08130	1525735 1492283	1492514 1526055 1492294	1.0 1.0	1.0 1.0 1.0
1693323	rxn09461	1525405 1492240	1525408 1492514 1492243	1.0 1.0	1.0 1.0 1.0
1693326	rxn11773	1492693 1505577	1528450 1492268	1.0 1.0	1.0 1.0
1693329	rxn11774	1492283 1528450	1492294 1528453 1492514	1.0 1.0	1.0 1.0 1.0
1693333	rxn10449	1492225 1492238 1492238 1502418 1492225	1492258 1492258 1492514 1502418 1492256 1492256	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1693336	rxn11775	1506504	1528504	1.0	1.0
1693341	rxn10448	1495603 1492492	1495603 1492492	1.0 1.0	1.0 1.0
1693343	rxn11776	1492305 1504775	1505477 1492263	1.0 1.0	1.0 1.0
1693346	rxn10447	1492238 1492225 1492492 1492238 1492225	1492492 1492256 1492258 1492256 1492514 1492258	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1693351	rxn11777	1505477 1492225	1505278 1505280 1492514	1.0 1.0	1.0 1.0 1.0
1693353	rxn08199	1492225 1525863	1492417 1526100	1.0 1.0	1.0 1.0
1693356	rxn08198	1495692	1495692	1.0	1.0
1693359	rxn08188	1492492 1495603	1492492 1495603	1.0 1.0	1.0 1.0
1693361	rxn08187	1492383 1492514 1496024	1496024 1492383 1492514	1.0 1.0 1.0	1.0 1.0 1.0
1693364	rxn08195	1492238 1492225 1492238 1495692 1492225	1492258 1495692 1492256 1492514 1492256 1492258	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1693367	rxn08194	1492238 1494533	1492966 1493852	1.0 1.0	1.0 1.0
1693370	rxn08197	1495692	1495692	1.0	1.0
1693373	rxn08196	1492514 1495692	1495692 1492514	1.0 1.0	1.0 1.0
1693376	rxn08191	1492225 1492225 1492238 1502418 1492238	1492258 1502418 1492514 1492258 1492256 1492256	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1693379	rxn08190	1492514 1502418	1492514 1502418	1.0 1.0	1.0 1.0
1693382	rxn08193	1492514 1494533	1492514 1494533	1.0 1.0	1.0 1.0
1693385	rxn08192	1492238 1492225 1494533 1492225 1492238	1494533 1492256 1492256 1492258 1492258 1492514	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1693388	rxn06255	1492255 1520752 1492514 1492243	1492240 1520460 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693391	rxn07587	1492283 1524820	1511847 1492294 1492514	1.0 1.0	1.0 1.0 1.0
1693393	rxn06256	1520463 1492396	1521212 1492732	1.0 2.0	1.0 1.0
1693396	rxn07586	1492225 1511843	1492514 1492533 1524820	1.0 1.0	1.0 1.0 1.0
1693398	rxn06257	1521176	1492225 1494251	1.0	1.0 1.0
1693401	rxn07589	1492283 1524823	1511859 1492294 1492266	1.0 1.0	1.0 1.0 1.0
1693403	rxn06258	1521949	1492225 1494251	1.0	1.0 1.0
1693407	rxn07588	1492283 1511851	1524823 1492514 1492294	1.0 1.0	1.0 1.0 1.0
1693409	rxn06251	1520669 1492225	1519767 1492514 1494233	1.0 1.0	1.0 1.0 1.0
1693412	rxn07583	1524808 1524812	1524803 1519767	1.0 1.0	1.0 1.0
1693415	rxn06252	1492240 1520447	1520750 1492243 1492514	1.0 1.0	1.0 1.0 1.0
1693418	rxn07582	1519667 1492545 1492283	1492481 1524808 1501590	1.0 2.0 2.0	2.0 1.0 2.0
1693420	rxn06253	1520447 1492250	1492514 1520750 1492246	1.0 1.0	1.0 1.0 1.0
1693423	rxn07585	1524806 1524812	1524803 1492514 1492286	1.0 1.0	1.0 1.0 1.0
1693425	rxn06254	1520460 1492225	1519010	1.0 1.0	1.0
1693427	rxn07584	1492514 1492238 1494246	1492268 1524806	1.0 1.0 1.0	1.0 1.0
1693430	rxn06259	1494251	1523006	1.0	1.0
1693432	rxn07590	1494437 1492514 1492246 1492255	1510053 1492250 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693435	rxn06260	1492225	1523140	1.0	1.0
1693438	rxn07592	1492246 1492514 1492255 1493784	1492225 1492250 1513786	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693442	rxn06261	1520137 1502032 1492255	1520136 1492225 1494261	1.0 1.0 1.0	1.0 1.0 1.0
1693449	rxn07591	1492246 1492514 1508732 1492255	1518994 1492225 1492250	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693453	rxn06244	1492401 1520438	1501106 1492273	1.0 1.0	1.0 1.0
1693460	rxn07576	1519764 1519698	1519767 1492266 1524754	1.0 1.0	1.0 1.0 1.0
1693463	rxn06245	1494220 1492514 1522917	1522918	1.0 2.0 2.0	1.0
1693464	rxn07575	1524751 1492514 1492246	1493549 1492250	1.0 1.0 1.0	1.0 1.0
1693466	rxn06246	1520136 1492225 1494220	1520137 1494600	1.0 1.0 1.0	1.0 1.0
1693470	rxn07578	1524761	1492225 1524766	1.0	1.0 1.0
1693473	rxn06247	1520442 1493034	1492919 1498388	1.0 1.0	1.0 1.0
1693474	rxn07577	1524754 1492514 1492246	1524761 1492250	1.0 1.0 1.0	1.0 1.0
1693477	rxn06240	1520433	1522251	1.0	1.0
1693480	rxn07572	1492514 1492853 1492529	1524740 1492266 1492263	1.0 1.0 1.0	1.0 1.0 1.0
1693482	rxn06241	1503309 1494998	1494201	1.0 1.0	1.0
1693484	rxn07571	1492529 1507866	1524675 1492263	1.0 1.0	1.0 1.0
1693488	rxn06242	1492378 1520438	1501207 1492273	1.0 1.0	1.0 1.0
1693494	rxn07574	1524746	1524751 1492225	1.0	1.0 1.0
1693497	rxn06243	1492378 1520438	1501212 1492273	1.0 1.0	1.0 1.0
1693501	rxn07573	1524740 1492246 1492514	1492250 1524746	1.0 1.0 1.0	1.0 1.0
1693503	rxn06248	1492283 1520443	1492294 1521325 1492514	1.0 1.0	1.0 1.0 1.0
1693504	rxn06249	1492404 1520443	1520843 1492412	1.0 1.0	1.0 1.0
1693505	rxn07579	1492243 1524766 1492514	1492240 1522214	1.0 1.0 1.0	1.0 1.0
1693507	rxn07581	1493241 1492283 1524801	1492481 1501590 1524803	2.0 2.0 1.0	2.0 2.0 1.0
1693510	rxn06250	1523006	1520446 1492917	1.0	1.0 1.0
1693514	rxn07580	1524812 1519667	1524801 1492514 1519767	1.0 1.0	1.0 1.0 1.0
1693517	rxn06277	1523435 1494359	1502290	1.0 1.0	1.0
1693518	rxn06278	1492250 1492225 1510030	1494366 1492514 1492246	1.0 1.0 1.0	1.0 1.0 1.0
1693522	rxn06279	1520154 1492283	1492294 1522515	1.0 1.0	1.0 1.0
1693523	rxn06273	1492352	1493509	1.0	1.0
1693526	rxn06274	1520493 1492238	1521335 1492256	1.0 1.0	1.0 1.0
1693529	rxn06275	1520493	1496676	1.0	1.0
1693531	rxn06276	1520493	1502691	1.0	1.0
1693533	rxn06280	1520495 1492514 1492519 1492238	1492268 1492286 1521541	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693542	rxn06281	1520183 1494378	1492514 1499297 1520273	1.0 1.0	1.0 1.0 1.0
1693545	rxn06282	1521488 1492225 1492514	1492298 1520499 1492271	1.0 1.0 1.0	1.0 1.0 1.0
1693548	rxn06283	1494458	1521450	1.0	1.0
1693550	rxn06266	1492255 1520137 1494294	1494946 1492225 1520136	1.0 1.0 1.0	1.0 1.0 1.0
1693554	rxn07598	1524829	1524832	1.0	1.0
1693556	rxn06267	1494294	1523186	1.0	1.0
1693558	rxn07597	1499483	1524829	1.0	1.0
1693560	rxn06268	1520226 1495659 1492255	1492225 1520293 1494298	1.0 1.0 1.0	1.0 1.0 1.0
1693563	rxn06269	1520481 1492238	1492256 1520607	1.0 1.0	1.0 1.0
1693566	rxn07599	1524832	1524834	1.0	1.0
1693568	rxn06262	1502025 1520167 1492514 1492255	1492225 1494261 1520170	1.0 1.0 2.0 1.0	1.0 1.0 1.0
1693571	rxn07594	1499864 1492225	1524826	1.0 1.0	1.0
1693573	rxn06263	1520475 1492240	1492243 1492995 1492514	1.0 1.0	1.0 1.0 1.0
1693576	rxn07593	1492246 1499864 1492514 1492255	1492225 1492917 1524832 1492250	2.0 1.0 3.0 1.0	1.0 1.0 1.0 2.0
1693579	rxn06264	1494270 1492321	1498441 1520273	1.0 1.0	1.0 1.0
1693580	rxn07596	1524826 1492225	1492271 1499483	1.0 1.0	1.0 1.0
1693582	rxn06265	1524567 1492225 1520136	1494951 1520137	1.0 1.0 1.0	1.0 1.0
1693585	rxn07595	1492243 1524834	1496847 1495599 1492240	1.0 1.0	1.0 1.0 1.0
1693588	rxn06270	1492225 1520607	1492258 1520481	1.0 1.0	1.0 1.0
1693591	rxn06271	1492225	1492941	1.0	1.0
1693596	rxn06272	1492225	1493054	1.0	1.0
1693597	rxn06211	1494033	1523122	1.0	1.0
1693599	rxn07543	1494546 1492331	1510038 1492273	1.0 1.0	1.0 1.0
1692769	rxn11793	1495842	1512330	1.0	1.0
1692771	rxn08153	1492494 1492437	1492494 1492437	1.0 1.0	1.0 1.0
1692773	rxn11794	1492255 1492246 1504842	1492250 1528299 1492225	1.0 1.0 1.0	1.0 1.0 1.0
1692776	rxn08152	1492437 1492921	1492921 1492437	1.0 1.0	1.0 1.0
1692779	rxn09483	1492390 1492276 1492390 1492276	1492514 1495622 1495622 1502542 1502542	1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0
1692781	rxn11795	1492246 1492255 1504842 1492514	1492225 1501394 1492250	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692783	rxn11796	1504842	1528301	1.0	1.0
1692785	rxn11797	1501394	1528304	1.0	1.0
1692787	rxn09480	1525408 1492263	1492305 1525580	1.0 1.0	1.0 1.0
1692790	rxn11798	1492246 1492514 1492255 1528301	1528304 1492250 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692792	rxn10469	1492225 1527131	1527181	1.0 1.0	1.0
1692794	rxn11799	1492255 1504842 1492246 1492514	1492250 1528297 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692796	rxn10499	1495243 1492250 1500845 1492225	1492514 1493027 1527041 1492246 1492271	1.0 2.0 1.0 1.0	2.0 1.0 1.0 2.0 1.0
1692798	rxn10498	1492739 1527143	1527005 1492268	1.0 1.0	1.0 1.0
1692800	rxn10497	1493862 1492514	1493862 1492514	1.0 1.0	1.0 1.0
1692803	rxn10496	1493862 1498974	1527153 1499477	1.0 1.0	1.0 1.0
1692806	rxn08179	1492514 1525854 1492246	1492225 1492250 1492700	1.0 1.0 1.0	1.0 1.0 1.0
1692809	rxn10495	1527073 1493621	1527077 1492685	1.0 1.0	1.0 1.0
1692812	rxn08178	1525854 1492243 1492514	1492700 1492240 1492225	1.0 1.0 1.0	1.0 1.0 1.0
1692813	rxn10494	1527069 1492514 1492243	1527071 1492240	1.0 1.0 1.0	1.0 1.0
1692815	rxn10493	1492243 1527071 1492514	1492240 1527073	1.0 1.0 1.0	1.0 1.0
1692817	rxn10492	1527079	1494726	1.0	1.0
1692819	rxn10491	1527023 1500976	1492268 1527067	1.0 1.0	1.0 1.0
1692821	rxn10490	1527065 1492225	1502722 1492514	1.0 1.0	1.0 1.0
1692823	rxn08184	1493134	1493134	1.0	1.0
1692826	rxn08183	1493134 1492514	1492514 1493134	1.0 1.0	1.0 1.0
1692829	rxn08186	1492492	1492492	1.0	1.0
1692832	rxn08185	1492514 1492492	1492492 1492514	1.0 1.0	1.0 1.0
1692835	rxn08180	1492283 1496395 1492545	1492514 1501590 1492700 1492481	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1692836	rxn08182	1520114	1520114	1.0	1.0
1692838	rxn08181	1492238 1492225 1492238 1520114 1492225	1492256 1492514 1520114 1492258 1492256 1492258	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692841	rxn08169	1492390 1492514	1492514 1492390	1.0 2.0	2.0 1.0
1692848	rxn10489	1527098 1493383	1493266 1527100	1.0 1.0	1.0 1.0
1692851	rxn10488	1492225 1526985	1526982 1492258	1.0 1.0	1.0 1.0
1692853	rxn10487	1527050 1492225	1527047 1492258	1.0 1.0	1.0 1.0
1692855	rxn08166	1492390 1526247	1502542 1526249 1492514	1.0 1.0	1.0 1.0 1.0
1692856	rxn10486	1527127 1527003	1492268 1526976	1.0 1.0	1.0 1.0
1692860	rxn08165	1492225 1492390 1492225 1492238 1492238	1492514 1492258 1492390 1492256 1492258 1492256	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692863	rxn10485	1493414 1527127	1527043 1492268	1.0 1.0	1.0 1.0
1692865	rxn08168	1492390 1492707	1492372 1492514 1502542	1.0 1.0	1.0 1.0 1.0
1692866	rxn09499	1493143 1492514 1492363	1492266 1525426	1.0 1.0 1.0	1.0 1.0
1692867	rxn10484	1499544 1492246 1492271 1492514	1492250 1494166	1.0 1.0 1.0 2.0	1.0 1.0
1692869	rxn08167	1526057 1492390	1526055 1502542 1492514	1.0 1.0	1.0 1.0 1.0
1692870	rxn09498	1525426 1492609	1493931 1492809 1492271	1.0 1.0	1.0 1.0 1.0
1692873	rxn10483	1492238 1492447 1492225 1502415	1503894 1492309 1492268 1492256	2.0 2.0 1.0 1.0	1.0 2.0 1.0 2.0
1692876	rxn10482	1503894 1492243	1492240 1492514 1503899	2.0 1.0	1.0 1.0 2.0
1692880	rxn10481	1492469 1492238 1492238 1492225 1492225	1492256 1492258 1492258 1492469 1492514 1492256	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692883	rxn10480	1493111	1493111	1.0	1.0
1692886	rxn08173	1492258 1492258 1492256 1492256 1492514	1492514 1492238 1492225 1492238 1492225	1.0 1.0 1.0 1.0 4.0	3.0 1.0 1.0 1.0 1.0
1692891	rxn08172	1492250 1502064	1492514 1492246 1498871	1.0 1.0	1.0 1.0 1.0
1692894	rxn08175	1492599	1492599	1.0	1.0
1692896	rxn08174	1492514 1492599	1492514 1492599	1.0 1.0	1.0 1.0
1692898	rxn08171	1492514 1495784 1492396	1504299 1492225 1492732	2.0 1.0 2.0	1.0 1.0 1.0
1692900	rxn08170	1492390	1492390	1.0	1.0
1692903	rxn08115	1495798	1495798	1.0	1.0
1692906	rxn09446	1492238 1492514 1506438 1492263	1492286 1525580 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692909	rxn10435	1527162 1492225 1492305	1492514 1492263 1527027	1.0 1.0 1.0	1.0 1.0 1.0
1692912	rxn11767	1492283 1500677	1492514 1492294 1528435	1.0 1.0	1.0 1.0 1.0
1692919	rxn08114	1492514 1492225 1493752	1493986 1492266 1492271	2.0 2.0 1.0	1.0 1.0 2.0
1692920	rxn09445	1525473 1492263 1492514 1492238	1492268 1492286 1525475	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692923	rxn10434	1492305 1492321	1492263 1527134 1492514	1.0 1.0	1.0 1.0 1.0
1692926	rxn11768	1500677 1492225 1492240	1492514 1528447 1492243	1.0 1.0 1.0	1.0 1.0 1.0
1692929	rxn08117	1495880	1495880	1.0	1.0
1692931	rxn09448	1492238 1525533 1492514 1492263	1525545 1492286 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692934	rxn10433	1527165 1492225 1492305	1492263 1527025 1492514	1.0 1.0 1.0	1.0 1.0 1.0
1692937	rxn11769	1500677	1528439	1.0	1.0
1692939	rxn08116	1495880 1492514	1495880 1492514	1.0 1.0	1.0 1.0
1692941	rxn09447	1492238 1492514 1492263 1525535	1492286 1525541 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692942	rxn10432	1492240 1498350	1492514 1492321 1492243	1.0 1.0	1.0 1.0 1.0
1692945	rxn08111	1492225 1495691 1492240	1492243 1492514 1493134	1.0 1.0 1.0	1.0 2.0 1.0
1692948	rxn09442	1492246 1519667 1519764 1492514	1492225 1519687 1519767 1492266 1492250	2.0 1.0 1.0 3.0	1.0 1.0 1.0 1.0 2.0
1692951	rxn10431	1527033 1492225	1492342 1527125	1.0 1.0	1.0 1.0
1692954	rxn08110	1492250 1492225 1493709	1492883 1492246 1492514	1.0 1.0 1.0	1.0 1.0 2.0
1692957	rxn09441	1492246 1496450 1492514 1492529	1492263 1492266 1501712 1492225 1492250	2.0 1.0 3.0 1.0	1.0 1.0 1.0 1.0 2.0
1692960	rxn10430	1492378 1527086	1492273 1527033 1492514	1.0 1.0	1.0 1.0 1.0
1692963	rxn08113	1497972	1525807	1.0	1.0
1692966	rxn09444	1492263 1503667 1492514 1492238	1492268 1492286 1496450	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692973	rxn08112	1492238 1495798 1492225 1492238 1492225	1492256 1492514 1492258 1492256 1492258 1495798	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0 1.0
1692976	rxn09443	1492529 1492246 1503667 1492514	1492266 1492250 1495918 1492263 1492225	1.0 2.0 1.0 3.0	1.0 2.0 1.0 1.0 1.0
1692979	rxn08119	1526131 1525809	1492514 1520964 1525694	1.0 1.0	1.0 1.0 1.0
1692982	rxn08118	1525807	1492535	1.0	1.0
1692985	rxn09449	1492263 1492238 1492514 1495850	1493549 1492268 1492286	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1692990	rxn11760	1492238 1528490	1528492 1492256	1.0 1.0	1.0 1.0
1692993	rxn08120	1525809 1526157	1525717 1520964 1492514	1.0 1.0	1.0 1.0 1.0
1692996	rxn09451	1492263 1492238 1492514 1525585	1525577 1492268 1492286	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693001	rxn11761	1492238 1512254	1492256 1499989	1.0 1.0	1.0 1.0
1693004	rxn09450	1492514 1525461 1492263 1492238	1525463 1492286 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693009	rxn11762	1492514 1528169	1528456 1497107	2.0 1.0	1.0 1.0
1693011	rxn10439	1492238 1498344	1492256 1499808	1.0 1.0	1.0 1.0
1693013	rxn11763	1492225 1497107 1492255	1492329 1528430	2.0 1.0 2.0	2.0 1.0
1693015	rxn10438	1494648 1492514	1494648 1492514	1.0 1.0	1.0 1.0
1693017	rxn11764	1497107 1492283	1528433 1492294 1492514	1.0 1.0	1.0 1.0 1.0
1693020	rxn10437	1492514 1526965	1492266 1527018	1.0 1.0	1.0 1.0
1693022	rxn11765	1492693 1497107	1500677 1492268	1.0 1.0	1.0 1.0
1693025	rxn10436	1526965 1492225 1492305	1493187 1494966	1.0 1.0 1.0	1.0 1.0
1693028	rxn11766	1492693 1528433	1492268 1528435	1.0 1.0	1.0 1.0
1693031	rxn08104	1492367	1492367	1.0	1.0
1693034	rxn09435	1496276 1492246 1492514 1492529	1492250 1497387 1492225 1492263 1492266	1.0 2.0 3.0 1.0	2.0 1.0 1.0 1.0 1.0
1693037	rxn10424	1492243 1527018 1492514 1492595	1527013 1492451 1492240	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1693039	rxn11756	1528480 1492514 1492225	1492271 1528486 1492266	1.0 2.0 1.0	1.0 1.0 1.0
1693042	rxn08103	1492367 1492279	1494084 1492298	1.0 1.0	1.0 1.0
1693043	rxn09434	1492246 1492255 1519764 1492514 1519656	1519767 1492266 1492225 1492250 1525570	3.0 1.0 1.0 4.0 1.0	1.0 1.0 3.0 3.0 1.0
1693046	rxn10423	1493170	1527009 1527185	1.0	1.0 1.0
1693048	rxn11757	1505578 1494014	1492258 1492514 1528490	1.0 1.0	1.0 1.0 1.0
1693051	rxn09437	1492246 1492514 1492529 1497548	1503672 1492250 1492263 1492225 1492266	2.0 3.0 1.0 1.0	1.0 2.0 1.0 1.0 1.0
1693054	rxn10422	1527007	1492258 1527069	1.0	1.0 1.0
1693056	rxn11758	1505578 1494141	1492514 1512254 1492258	1.0 1.0	1.0 1.0 1.0
