Id	Entry	Left	Right	LeftStoich	RightStoich
1680022	rxn02963	1498941	1502323	1.0	1.0
1680024	rxn00303	1492238 1492381	1500404 1492286	1.0 1.0	1.0 1.0
1680030	rxn01633	1494186	1492225 1493604	1.0	1.0 1.0
1680033	rxn02964	1498941	1502325	1.0	1.0
1680035	rxn00306	1492372 1492263 1492381	1492258 1492352 1492556	1.0 1.0 1.0	1.0 1.0 1.0
1680036	rxn01638	1492225 1499186	1492514 1493614	1.0 1.0	1.0 1.0
1680039	rxn02969	1497096 1492255	1492514 1498997	1.0 1.0	2.0 1.0
1680041	rxn00305	1492381 1492355 1492514	1492487 1492352 1492266	1.0 1.0 1.0	1.0 1.0 1.0
1680046	rxn01639	1492225 1493616	1492309 1493720	1.0 1.0	1.0 1.0
1680049	rxn00308	1492240 1492383	1495449 1492514 1492243 1492271	1.0 1.0	1.0 2.0 1.0 1.0
1680052	rxn01636	1492309 1493609	1494020 1492494	1.0 1.0	1.0 1.0
1680059	rxn02967	1502803 1492255 1492246 1492514	1492250 1498978 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1680062	rxn00307	1492381	1492268 1494718	1.0	1.0 1.0
1680067	rxn01637	1493609 1492321	1495434 1492309	1.0 1.0	1.0 1.0
1680074	rxn02968	1498993	1502651	1.0	1.0
1680076	rxn00309	1492383 1492225 1492240	1492514 1492243 1492271 1495780	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680080	rxn12317	1528930	1528924 1492225	1.0	1.0 1.0
1680083	rxn13649	1492225 1501590	1492826 1529908	1.0 1.0	1.0 1.0
1680085	rxn12318	1492246 1528936	1492250 1528930	1.0 1.0	1.0 1.0
1680088	rxn13648	1492514 1492547 1526055	1492271 1492225 1526057	2.0 1.0 3.0	1.0 2.0 3.0
1680091	rxn12319	1528915 1519764	1492266 1519767 1528936	1.0 1.0	1.0 1.0 1.0
1680094	rxn02990	1492250 1492258 1499236	1502398 1492246	1.0 1.0 1.0	1.0 1.0
1680100	rxn01660	1493640	1503097	1.0	1.0
1680104	rxn02991	1499240 1492331	1492273 1501514	1.0 1.0	1.0 1.0
1680107	rxn00331	1500144	1492388 1492305	1.0	1.0 1.0
1680111	rxn01663	1492250 1492225 1493647	1499725 1492514 1492309 1492246	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680114	rxn02994	1492283 1499266	1492294 1502157 1492514	1.0 1.0	1.0 1.0 1.0
1680115	rxn00330	1492263 1492832 1492514	1492225 1492388 1492305	1.0 1.0 1.0	1.0 1.0 1.0
1680122	rxn01664	1492514 1492225 1493652	1499725	1.0 1.0 1.0	1.0
1680123	rxn02995	1499283 1492250 1492225	1500050 1492246 1492514	1.0 1.0 1.0	1.0 1.0 1.0
1680126	rxn00333	1492880 1492255	1492329 1492388	1.0 1.0	1.0 1.0
1680132	rxn01661	1493640	1503616 1492268	1.0	1.0 1.0
1680139	rxn02992	1495068	1496781	1.0	1.0
1680145	rxn00332	1498392 1492266	1492514 1492388 1492321	1.0 1.0	1.0 1.0 1.0
1680148	rxn01662	1493647 1492225 1492240	1499725 1492309 1492243 1492514	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680153	rxn02993	1499266 1492225 1492255	1492329 1499660 1492271	1.0 1.0 1.0	1.0 1.0 1.0
1680159	rxn00335	1499528	1492388 1492363	1.0	1.0 1.0
1680163	rxn01667	1492298 1493012	1493659 1492487	1.0 1.0	1.0 1.0
1680166	rxn02998	1492514 1492246 1492255 1500163	1494087 1492250 1492225	1.0 1.0 1.0 1.0	1.0 1.0 2.0
1680168	rxn00334	1496522	1492355 1492388	1.0	1.0 1.0
1680172	rxn01668	1494589 1493012	1493659 1493114	1.0 1.0	1.0 1.0
1680175	rxn02999	1492240 1500237	1499295 1492243 1492514	1.0 1.0	1.0 1.0 1.0
1680178	rxn00337	1492390 1492238 1492514	1492256 1498177	1.0 1.0 1.0	1.0 1.0
1680184	rxn01665	1493655	1500612	1.0	1.0
1680187	rxn02996	1492240 1502992	1492514 1492243 1499289	1.0 1.0	1.0 1.0 1.0
1680190	rxn00336	1493306	1492372 1492388	1.0	1.0 1.0
1680196	rxn01666	1492225 1493012	1493659 1492258 1492514	1.0 1.0	1.0 1.0 1.0
1680199	rxn02997	1499289 1499266	1492225 1492514 1503182	1.0 1.0	1.0 1.0 1.0
1680202	rxn00339	1492238 1492271 1492390	1492258 1492514 1492256 1492844	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680205	rxn00338	1492390 1492255	1492329 1492514 1502542	1.0 1.0	1.0 1.0 1.0
1680208	rxn01669	1493662 1492225	1492271 1495263	1.0 1.0	1.0 1.0
1680213	rxn13641	1492559	1492559	1.0	1.0
1680216	rxn12310	1519732	1492225 1501706	1.0	1.0 1.0
1680219	rxn13640	1492514 1492421 1492421 1526057 1526057	1492266 1526055 1492266 1526055	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680222	rxn12311	1492243 1528897	1528915 1492240	1.0 1.0	1.0 1.0
1680225	rxn13643	1493750	1492256 1492932 1492514	1.0	1.0 1.0 1.0
1680228	rxn12312	1528903	1492225 1528897	1.0	1.0 1.0
1680231	rxn13642	1493409	1493409	1.0	1.0
1680234	rxn12313	1528909 1492246	1492250 1528903	1.0 1.0	1.0 1.0
1680237	rxn13645	1502639 1502639	1492514 1498922 1526079 1498922 1526079	2.0 2.0	2.0 2.0 1.0 2.0 1.0
1680239	rxn12314	1519764 1528891	1492266 1519767 1528909	1.0 1.0	1.0 1.0 1.0
1680242	rxn13644	1493222	1493222	1.0	1.0
1680245	rxn12315	1492225 1528918	1528894 1492263	1.0 1.0	1.0 1.0
1680248	rxn13647	1526249 1492514 1492547	1492225 1526247 1492271	3.0 2.0 1.0	2.0 3.0 1.0
1680251	rxn12316	1528924 1492243	1528942 1492240	1.0 1.0	1.0 1.0
1680254	rxn13646	1492514	1492514	3.0	3.0
1680257	rxn12306	1502639 1502639	1498922 1492761 1498922 1529046 1529046 1492761	1.0 1.0	1.0 0.8 1.0 0.9208 0.9208 0.8
1680260	rxn13638	1492535	1492535	1.0	1.0
1680263	rxn12307	1519601 1523113 1520228	1529049	0.735 0.149 0.116	0.8359
1680266	rxn12308	1519662	1528891	1.0	1.0
1680269	rxn12309	1492243 1501706	1519642 1492240	1.0 1.0	1.0 1.0
1680272	rxn13639	1492421 1526247 1526247 1492514 1492421	1526249 1492266 1492266 1526249	1.0 1.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680274	rxn02980	1499127 1492225	1500330 1492514	1.0 1.0	1.0 1.0
1680277	rxn00320	1492383	1494270	1.0	1.0
1680282	rxn01652	1492225 1493626	1498820 1492514	1.0 1.0	1.0 1.0
1680290	rxn02983	1502202 1492255	1499127 1492514 1492759	1.0 1.0	1.0 1.0 1.0
1680294	rxn01653	1492238 1498820	1492256 1492258 1493626	1.0 1.0	1.0 1.0 1.0
1680299	rxn02984	1499150	1492421 1492271 1502124	1.0	1.0 1.0 1.0
1680301	rxn00322	1492383 1492514	1496024 1492266	1.0 1.0	1.0 1.0
1680306	rxn01650	1492258 1498306	1494014 1493513	1.0 1.0	1.0 1.0
1680309	rxn02981	1492240 1501845	1492514 1499127 1492243	1.0 1.0	1.0 1.0 1.0
1680314	rxn00321	1492383	1495148	1.0	1.0
1680318	rxn02982	1492250 1501845	1499127 1492246 1492514	1.0 1.0	1.0 1.0 1.0
1680322	rxn00324	1492250 1492880	1492388 1492246 1492514	1.0 1.0	1.0 1.0 1.0
1680328	rxn01656	1493640	1492268 1496295	1.0	1.0 1.0
1680333	rxn02987	1492225 1500735	1492342 1499165	1.0 1.0	1.0 1.0
1680337	rxn00323	1492225 1497792	1492383	1.0 1.0	1.0
1680340	rxn01657	1493640	1492268 1496320	1.0	1.0 1.0
1680341	rxn02988	1492258 1492225 1499206 1492514	1502542 1492653	1.0 2.0 1.0 1.0	1.0 1.0
1680346	rxn00326	1492263 1492250 1492388	1492514 1493316 1492246	1.0 1.0 1.0	1.0 1.0 1.0
1680349	rxn01654	1494112 1492514	1493626 1492271	1.0 2.0	1.0 1.0
1680352	rxn02985	1499992 1492250	1492514 1499161 1492246	1.0 1.0	1.0 1.0 1.0
1680355	rxn00325	1492255 1492225 1492388	1492329 1493027 1492514	1.0 1.0 1.0	1.0 1.0 1.0
1680356	rxn01655	1492238 1493640	1492256 1498231	1.0 1.0	1.0 1.0
1680359	rxn02986	1501220	1493852 1499161 1492514	1.0	1.0 1.0 1.0
1680367	rxn00328	1495115	1492388 1492298	1.0	1.0 1.0
1680376	rxn00327	1492225 1492514 1493986	1492388 1492271 1492266	1.0 2.0 1.0	1.0 2.0 1.0
1680382	rxn01658	1493640	1496540 1492268	1.0	1.0 1.0
1680385	rxn02989	1499206 1492225	1500246	1.0 1.0	1.0
1680387	rxn01659	1493640	1503045 1492268	1.0	1.0 1.0
1680390	rxn12302	1520263 1529029	1520257 1493566	1.0 1.0	1.0 1.0
1680391	rxn12303	1492331 1495225	1494201 1492273	1.0 1.0	1.0 1.0
1680394	rxn12304	1494233 1493148 1528921 1503672	1528871	0.09 0.28 0.574 0.056	0.2556
1680397	rxn12305	1529065 1502969	1520223 1492273	1.0 1.0	3.005 1.0
1680400	rxn01601	1492240 1493560	1492514 1493761 1492243	1.0 1.0	1.0 1.0 1.0
1680404	rxn02932	1499171 1492225	1497236 1498601 1492514	1.0 1.0	1.0 1.0 1.0
1680407	rxn01602	1493560 1492250	1492246 1493761 1492514	1.0 1.0	1.0 1.0 1.0
1680415	rxn02933	1492240 1500239	1492243 1498603 1492514	1.0 1.0	1.0 1.0 1.0
1680421	rxn02930	1492225 1499502 1492240	1492271 1492243 1492514 1498596	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680424	rxn01600	1493920 1492255 1492225	1493559 1492329 1492271	1.0 1.0 1.0	1.0 1.0 1.0
1680427	rxn02931	1492225 1492250 1499502	1492514 1498596 1492271 1492246	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680433	rxn01605	1492514 1493566	1493726 1492266	1.0 1.0	1.0 1.0
1680436	rxn02936	1498638	1492225 1500088	1.0	1.0 1.0
1680439	rxn01606	1497032	1493566	1.0	1.0
1680443	rxn02937	1492238 1500655	1492514 1498659 1492256 1492258	1.0 1.0	1.0 1.0 1.0 1.0
1680457	rxn01603	1492309 1494690 1492238	1492256 1492514 1493560 1492258	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680464	rxn02934	1500239	1498610 1492225	1.0	1.0 1.0
1680469	rxn01604	1493560 1492421 1492238	1492258 1498365 1492256	1.0 1.0 1.0	1.0 1.0 1.0
1680472	rxn02935	1497443 1498610	1499855 1492263	1.0 1.0	1.0 1.0
1680479	rxn01609	1493569 1492250	1494325 1492246	1.0 1.0	1.0 1.0
1680482	rxn01607	1492238 1493569	1492256 1495059	1.0 1.0	1.0 1.0
1680488	rxn02938	1500887 1492514	1498659 1492266	1.0 1.0	1.0 1.0
1680497	rxn01608	1493569 1492240	1494325 1492243	1.0 1.0	1.0 1.0
1680500	rxn02939	1498679 1492240	1503010 1492243 1492514	1.0 1.0	1.0 1.0 1.0
1680507	rxn02921	1498487 1495121	1501315 1492225	1.0 1.0	1.0 1.0
1680510	rxn02922	1495121 1500858	1492225 1498487	1.0 1.0	1.0 1.0
1680513	rxn02920	1498487 1493015	1492273 1501315	1.0 1.0	1.0 1.0
1680522	rxn02925	1492367 1493403	1498514 1492298	1.0 1.0	1.0 1.0
1680525	rxn02926	1492321 1498514	1492309 1493403	1.0 1.0	1.0 1.0
1680529	rxn02923	1492240 1499344	1492514 1498498 1492243	1.0 1.0	1.0 1.0 1.0
1680532	rxn02924	1492250 1499344	1492514 1492246 1498498	1.0 1.0	1.0 1.0 1.0
1680535	rxn02929	1492250 1499544	1492514 1498591 1492246	1.0 1.0	1.0 1.0 1.0
1680543	rxn02927	1498541 1492514 1492225	1498721 1492271 1492266	1.0 2.0 2.0	1.0 2.0 1.0
1680548	rxn02928	1492240 1499544	1492243 1498591 1492514	1.0 1.0	1.0 1.0 1.0
1680552	rxn02950	1494130 1493143 1492514	1492266 1501456	1.0 1.0 1.0	1.0 1.0
1680558	rxn01620	1495035	1493578 1492653	1.0	1.0 1.0
1680565	rxn02951	1492514 1492243 1498815	1492240 1492225 1499675	2.0 2.0 1.0	2.0 1.0 1.0
1680568	rxn01623	1493586	1494217	1.0	1.0
1680574	rxn02954	1495127 1492595 1492444	1500158 1492417 1492268	1.0 1.0 1.0	1.0 1.0 1.0
1680578	rxn01624	1493586	1495579	1.0	1.0
1680582	rxn02955	1492444 1492595 1495127	1492514 1492258 1492659 1500158	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680583	rxn01621	1495119	1493578 1492653	1.0	1.0 1.0
1680588	rxn02952	1492246 1492514 1498815	1499675 1492225 1492250	2.0 2.0 1.0	1.0 1.0 2.0
1680591	rxn01622	1493586	1493953	1.0	1.0
1680595	rxn02953	1492595 1492238 1495127	1492258 1500158 1492256 1492514	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1680596	rxn01627	1492514 1502066	1493593 1492266	1.0 1.0	1.0 1.0
1680597	rxn02958	1492240 1499444	1492514 1492243 1498856	1.0 1.0	1.0 1.0 1.0
1680600	rxn01628	1492298 1493593	1497729 1492367	1.0 1.0	1.0 1.0
1680603	rxn02959	1492283 1498886	1500466 1492294	1.0 1.0	1.0 1.0
1680610	rxn01625	1493586	1496800	1.0	1.0
1680614	rxn02956	1492321 1498839	1499013 1492309	1.0 1.0	1.0 1.0
1680617	rxn01626	1493590 1492225	1492514 1497485	1.0 1.0	1.0 1.0
1680621	rxn02957	1498844 1492238	1492256 1499876	1.0 1.0	1.0 1.0
1680624	rxn01629	1493593	1499236	1.0	1.0
1680632	rxn02940	1493316 1498686	1499915 1492263	1.0 1.0	1.0 1.0
1680635	rxn01612	1492246 1492255 1492514 1493574	1492250 1492225 1496193	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1680638	rxn02943	1492444 1498709	1499174 1492268	1.0 1.0	1.0 1.0
1680639	rxn01613	1493574 1492263 1492238 1492514	1492268 1493854 1492286	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1680642	rxn02944	1492321 1498721	1502746 1492309	1.0 1.0	1.0 1.0
1680647	rxn01610	1492243 1493574 1492514	1492240 1502225	1.0 1.0 1.0	1.0 1.0
1680651	rxn02941	1492404 1498691	1492412 1499900	1.0 1.0	1.0 1.0
1680654	rxn01611	1492514 1492255 1493574 1492246	1494427 1492225 1492250	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1680657	rxn02942	1498706	1492225 1501495	1.0	1.0 1.0
1680659	rxn02947	1495102 1498770	1493456 1500913	1.0 1.0	1.0 1.0
1680665	rxn01617	1492250 1493946	1493578 1492246 1492514	1.0 1.0	1.0 1.0 1.0
1680668	rxn02948	1492514 1498784 1492225	1499010 1492266	1.0 1.0 1.0	1.0 1.0
1680670	rxn01614	1493574 1492331 1492514	1492273 1499846	1.0 1.0 1.0	1.0 1.0
1680673	rxn02945	1498745	1501904 1492268	1.0	1.0 1.0
1680676	rxn01615	1493946 1492240	1492514 1492243 1493578	1.0 1.0	1.0 1.0 1.0
1680685	rxn02946	1498765 1492255	1500030 1492329	1.0 1.0	1.0 1.0
1680688	rxn01618	1493578 1492250	1493870 1492514 1492246	1.0 1.0	1.0 1.0 1.0
1680692	rxn02949	1492225 1498794	1502933	1.0 1.0	1.0
1680699	rxn01619	1499552	1492298 1493578	1.0	1.0 1.0
1680701	rxn00391	1492433 1492225	1493170 1492514 1492258	1.0 1.0	1.0 1.0 1.0
1680710	rxn00390	1497593 1492225	1492429 1492390	1.0 1.0	1.0 1.0
1680713	rxn00393	1493170 1492619	1492335 1492433	1.0 1.0	1.0 1.0
1680716	rxn00392	1493170 1492238	1492256 1492433	1.0 1.0	1.0 1.0
1680722	rxn00395	1492437 1492225	1492271 1493347	1.0 1.0	1.0 1.0
1680726	rxn00394	1492225 1492437	1492494 1492544	1.0 1.0	1.0 1.0
1680730	rxn00397	1492437 1492240	1492848 1492514 1495312	1.0 1.0	1.0 1.0 1.0
1680734	rxn00396	1492238 1492437	1502780 1492256 1492514	1.0 1.0	1.0 1.0 1.0
1682019	rxn01533	1493482	1502693	1.0	1.0
1682021	rxn02864	1497913	1497916 1492225	1.0	1.0 1.0
1682024	rxn00204	1493027 1492514 1492255	1492329 1492266	1.0 2.0 1.0	1.0 2.0
1682026	rxn01534	1493482	1502694	1.0	1.0
1682028	rxn02865	1492225 1502534	1492425 1497916 1492545 1492335 1492514	1.0 1.0	1.0 1.0 1.0 1.0 1.0
1682031	rxn00207	1492329 1492266 1492514	1492255 1493111 1492225	1.0 1.0 1.0	1.0 1.0 1.0
1682034	rxn01539	1492514 1493487 1492258	1492225 1494992	1.0 1.0 1.0	1.0 1.0
1682037	rxn00206	1494227	1492255 1492329	2.0	1.0 1.0
1682042	rxn00209	1492255 1494023	1492279 1492329	1.0 1.0	1.0 1.0
1682047	rxn01537	1492225 1493487	1500057 1495509 1492514	1.0 1.0	1.0 1.0 1.0
1682050	rxn02868	1492250 1499496	1497929 1492514 1492246	1.0 1.0	1.0 1.0 1.0
1682053	rxn00208	1492255 1492225 1494084	1492279 1492329 1492271	1.0 1.0 1.0	1.0 1.0 1.0
1682059	rxn01538	1493487 1492238	1492256 1494992	1.0 1.0	1.0 1.0
1682063	rxn02869	1497931	1498401	1.0	1.0
1682068	rxn13511	1492225 1527239 1529901 1492514	1529854 1492263 1492266 1492286	1.0 1.0 1.0 2.0	1.0 1.0 1.0 1.0
1682069	rxn13510	1492514 1529713 1492225 1527239	1492286 1529691 1492266 1492263	2.0 1.0 1.0 1.0	1.0 1.0 1.0 1.0
1682070	rxn13513	1527239 1529783 1492514 1492225	1492266 1529767 1492286 1492263	1.0 1.0 2.0 1.0	1.0 1.0 1.0 1.0
1682071	rxn13512	1492225 1492514 1529777 1527239	1492263 1492266 1529761 1492286	1.0 2.0 1.0 1.0	1.0 1.0 1.0 1.0
1682072	rxn13515	1527239 1492514 1529850 1492225	1529832 1492263 1492286 1492266	1.0 2.0 1.0 1.0	1.0 1.0 1.0 1.0
1682073	rxn13514	1529687 1492514 1527239 1492225	1492266 1529667 1492286 1492263	1.0 2.0 1.0 1.0	1.0 1.0 1.0 1.0
1682074	rxn02811	1500250	1492225 1497458	1.0	1.0 1.0
1682079	rxn02812	1497461 1492238 1492514	1492256 1499256	1.0 1.0 1.0	1.0 1.0
1682082	rxn02810	1492305 1497456	1492342 1498124	1.0 1.0	1.0 1.0
1682083	rxn02815	1492331 1497493	1492273 1502602	1.0 1.0	1.0 1.0
1682084	rxn02816	1492225 1502602	1492335 1497493	1.0 1.0	1.0 1.0
1682087	rxn02813	1496636 1497471	1492514 1499217	1.0 1.0	1.0 1.0
1682090	rxn02814	1502197 1492514 1492246	1492250 1497493	1.0 1.0 1.0	1.0 1.0
1682094	rxn02819	1492283 1500539	1497538 1492294 1492514	1.0 1.0	1.0 1.0 1.0
1682101	rxn02817	1497497 1492266	1492514 1502753	1.0 1.0	1.0 1.0
1682104	rxn02818	1497524	1498210	1.0	1.0
1682107	rxn02800	1492732 1497368	1492396 1499161	1.0 1.0	2.0 1.0
1682112	rxn02801	1497385 1492404	1499075 1492412	1.0 1.0	1.0 1.0
1682115	rxn02804	1492305 1497387	1492263 1501658	1.0 1.0	1.0 1.0
1682126	rxn02805	1497404 1496152	1499430 1492263	1.0 1.0	1.0 1.0
1682129	rxn02802	1497387 1492250	1501706 1492514 1492246	1.0 1.0	1.0 1.0 1.0
1682132	rxn02803	1497387 1492276	1501706 1495622	1.0 1.0	1.0 1.0
1682138	rxn02808	1492255 1496906 1492243 1492514	1492240 1492225 1501547	1.0 1.0 2.0 2.0	2.0 1.0 1.0
1682141	rxn02809	1496906 1492246 1492514 1492255	1492250 1492225 1501547	1.0 2.0 2.0 1.0	2.0 1.0 1.0
1682142	rxn02806	1492266 1497407 1492514	1499870 1492225	1.0 1.0 2.0	1.0 1.0
1682144	rxn02807	1492255 1492514 1492246 1497449	1492225 1497908 1492250	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1682147	rxn02830	1492321 1497618	1492309 1502090	1.0 1.0	1.0 1.0
1682151	rxn01502	1493432 1492225	1499271 1492263 1492514	1.0 1.0	1.0 1.0 1.0
1682154	rxn02833	1497628 1492283	1492514 1499195 1492294	1.0 1.0	1.0 1.0 1.0
1682155	rxn01503	1499271 1492556	1492372 1493432	1.0 1.0	1.0 1.0
1682158	rxn02834	1497630 1492225	1497643 1492268	1.0 1.0	1.0 1.0
1682163	rxn01500	1492240 1492263 1493569	1492514 1492243 1493432	2.0 1.0 1.0	2.0 2.0 1.0
1682166	rxn02831	1492238 1492263 1497622 1492514	1498293 1492286 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1682175	rxn01501	1492263 1492250 1493569	1493432 1492246 1492514	1.0 2.0 1.0	1.0 2.0 2.0
1682183	rxn02832	1497622 1492225	1502486	1.0 1.0	1.0
1682188	rxn01506	1493439	1500003	1.0	1.0
1682195	rxn02837	1497659	1500298	1.0	1.0
1682198	rxn01507	1492225 1493442	1493903 1492514 1492258	1.0 1.0	1.0 1.0 1.0
1682205	rxn02838	1497677 1492225	1492255 1502289 1492514	1.0 1.0	1.0 1.0 2.0
1682207	rxn01504	1493432	1498422 1492225	1.0	1.0 1.0
1682213	rxn02835	1497643 1492225	1501227	1.0 1.0	1.0
1682218	rxn01505	1493439	1499999	1.0	1.0
1682222	rxn02836	1493097 1492286	1492268 1500806	1.0 1.0	1.0 1.0
1682225	rxn01508	1492238 1493903	1493442 1492256	1.0 1.0	1.0 1.0
1682229	rxn02839	1492240 1497684 1492225	1492514 1492243 1499521	1.0 1.0 1.0	1.0 1.0 1.0
1682232	rxn01509	1492238 1493450	1492256 1493448	1.0 1.0	1.0 1.0
1682244	rxn02822	1492225 1503112	1495931 1497557	1.0 1.0	1.0 1.0
1682247	rxn02823	1497565	1492225 1497916	1.0	1.0 1.0
1682250	rxn02820	1497557 1492401	1492273 1503112	1.0 1.0	1.0 1.0
1682252	rxn02821	1497557 1493211	1503114 1492225	1.0 1.0	1.0 1.0
1682255	rxn02826	1492255 1492225 1497591	1492271 1502755 1492329	1.0 1.0 1.0	1.0 1.0 1.0
1682261	rxn02827	1497600	1503248 1492514 1492225	1.0	1.0 1.0 1.0
1682263	rxn02824	1492853 1497578	1498734 1492263	1.0 1.0	1.0 1.0
1682266	rxn02825	1497603 1492305	1492263 1497580	1.0 1.0	1.0 1.0
1682269	rxn02828	1492255 1497609	1492329 1492271 1503212	1.0 1.0	1.0 1.0 1.0
1682274	rxn02829	1492321 1499388	1492309 1499157	1.0 1.0	1.0 1.0
1682277	rxn00270	1492363 1492283	1492294 1492514 1493032	1.0 1.0	1.0 1.0 1.0
1682281	rxn00272	1492367 1492388	1492298 1492363	1.0 1.0	1.0 1.0
1682285	rxn00271	1492225 1492240 1499320	1492514 1492243 1492363 1492298	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1682288	rxn00274	1492363 1492305	1498871 1492263	1.0 1.0	1.0 1.0
1682293	rxn00273	1492363 1492305	1498383 1492263	1.0 1.0	1.0 1.0
1682296	rxn00276	1492355 1492363	1492388 1492390	1.0 1.0	1.0 1.0
1682299	rxn00275	1492363 1492321	1492309 1492388	1.0 1.0	1.0 1.0
1682302	rxn00278	1492367 1492240 1492225	1492514 1492243 1492271 1492298	1.0 1.0 1.0	1.0 1.0 1.0 1.0
1682310	rxn00277	1492363	1492917	1.0	1.0
1682312	rxn00279	1492390 1492514	1492266 1492367	1.0 1.0	1.0 1.0
1682316	rxn12250	1528880 1492225	1528883	1.0 1.0	1.0
1682319	rxn12251	1528883 1492240	1528886 1492243	1.0 1.0	1.0 1.0
1682322	rxn12252	1492263 1528886	1492305 1529023	1.0 1.0	1.0 1.0
1682325	rxn12253	1492276 1528889	1495622 1528880	1.0 1.0	1.0 1.0
1682328	rxn12254	1492263 1506302 1492238	1528889 1492286 1492268	1.0 1.0 1.0	1.0 1.0 1.0
1682331	rxn12255	1492225 1497123	1528996	1.0 1.0	1.0
1682334	rxn12256	1528996 1492240	1492243 1528999	1.0 1.0	1.0 1.0
1682337	rxn12257	1528999 1492263	1492305 1492529	1.0 1.0	1.0 1.0
1682340	rxn12258	1492225 1529013	1529017	1.0 1.0	1.0
1682343	rxn12259	1529017 1492240 1492514	1529020 1492243	1.0 1.0 1.0	1.0 1.0
1682346	rxn01590	1492238 1492514 1493712 1492263	1493546 1492286 1492268	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1682349	rxn00261	1492271 1492355 1492321	1492255 1502280 1492514	1.0 1.0 1.0	2.0 1.0 3.0
1682351	rxn01593	1492238 1493558	1492256 1495144	1.0 1.0	1.0 1.0
1682354	rxn00260	1492390 1492321	1492309 1492355	1.0 1.0	1.0 1.0
1682361	rxn01594	1492238 1493558	1498800 1492268	1.0 1.0	1.0 1.0
1682364	rxn00263	1493523 1492255 1492225	1492355 1492271 1492329	1.0 1.0 1.0	1.0 1.0 1.0
1682367	rxn01591	1492529 1492243 1493549 1492514	1496591 1492266 1492240	1.0 2.0 1.0 2.0	1.0 1.0 2.0
1682373	rxn00262	1492390 1492225 1492255	1492329 1492271 1492355	1.0 1.0 1.0	1.0 1.0 1.0
1682379	rxn01592	1493549 1492529 1492246 1492514	1492266 1492250 1496591	1.0 1.0 2.0 2.0	1.0 2.0 1.0
1682380	rxn00265	1492870	1492342 1492355	1.0	1.0 1.0
1682388	rxn01597	1493559 1492243 1492514	1492240 1494536	1.0 1.0 1.0	1.0 1.0
1682391	rxn00264	1492255 1492832	1492329 1492355	1.0 1.0	1.0 1.0
1682395	rxn01598	1492246 1492514 1493559 1492255	1496357 1492250 1492225	1.0 1.0 1.0 1.0	1.0 1.0 1.0
1680738	rxn00399	1492246 1492255 1492437	1492250 1493846 1493347 1492514 1492225	1.0 3.0 2.0	1.0 2.0 2.0 1.0 2.0
1680739	rxn00398	1492255 1492437 1492225	1502753 1492329 1492271	1.0 1.0 1.0	1.0 1.0 1.0
1680741	rxn12370	1492514 1492309	1492309 1492514	1.0 1.0	1.0 1.0
1680744	rxn11040	1493394 1492240	1492266 1493005 1492243	1.0 1.0	1.0 1.0 1.0
1680746	rxn12371	1492870 1492514	1492870 1492514	1.0 1.0	1.0 1.0
1680749	rxn11041	1527657 1492263	1527660 1492305	1.0 1.0	1.0 1.0
1680751	rxn12372	1492514 1493199	1493199 1492514	1.0 1.0	1.0 1.0
1680754	rxn11042	1492263 1527663 1492238	1527666 1492268 1492286	1.0 1.0 1.0	1.0 1.0 1.0
1680756	rxn12373	1492514 1529044	1492514 1529044	1.0 1.0	1.0 1.0
1680759	rxn11043	1527669 1492240	1527657 1492243	1.0 1.0	1.0 1.0
1680761	rxn12374	1497476 1492514	1492514 1497476	1.0 1.0	1.0 1.0
1680764	rxn11044	1527672 1492225	1527669	1.0 1.0	1.0
1680766	rxn12375	1494243 1492514	1492514 1494243	1.0 1.0	1.0 1.0
1680769	rxn12376	1525782	1525782	1.0	1.0
1680772	rxn12377	1493375 1492514	1493375 1492514	1.0 1.0	1.0 1.0
1680775	rxn11047	1492305 1499544	1492263 1527675	1.0 1.0	1.0 1.0
1680777	rxn12378	1492514 1492383	1492514 1492383	1.0 1.0	1.0 1.0
1680780	rxn11048	1493682 1492238 1492238	1492256 1493682 1492258 1492256 1492258	1.0 1.0 1.0	1.0 1.0 1.0 1.0 1.0
1680782	rxn12379	1492514 1492363	1492363 1492514	1.0 1.0	1.0 1.0
1680785	rxn11049	1492225 1527678	1519767 1492429	1.0 1.0	1.0 1.0
