Id	Entry	Name
1408049	G00270	Verbascoside;Acteoside;Campneoside II;Cistanoside F;Decaffeoyl acteoside;Leucosceptoside A;lipedoside A;lipedoside B;Orobanchoside;Osmanthuside B
1408057	G00271	Blood group substance B
1408059	G00273	Gentiobiose;Gycomoside 1;Amygdalin;Andirobicin C gentiobioside;Bruceacanthinoside;Bruceolline;Clinoposaponin X;Fevicordin F gentiobioside
1408066	G00274	null
1408067	G00276	Oligogalacturonan;Polygalacturonic acid
1408069	G00277	Maltosaccharide;Panose
1408070	G00280	glycopeptide 3;Maltotriose
1408072	G00281	Gal4,4,4TRI
1408074	G00282	Ginsenoside;asteryunnanoside;cabenoside B;hosenkoside J;majonoside;phlomisoside II;reinioside A;sophorose
1408081	G00286	null
1408082	G00288	LA;Lipid A
1408084	G00292	null
1408085	G00295	null
1408086	G00296	null
1408087	G00298	Nephritogenic glycopeptide;Nephritogenoside
1408090	G00299	null
1408091	G00300	null
1408094	G00302	null
1407877	G00096	IV3GalNAcb-Gb4Cer
1407879	G00098	Monosialylgalactosylgloboside;MSGG;Monosialyl-Gb5;SSEA-4;V3NeuAc-Gb5Cer
1407885	G00100	V3(NeuAc)2-Gb5Cer
1407887	G00101	null
1407888	G00102	null
1407889	G00103	null
1407890	G00104	null
1407891	G00105	GalGb3Cer
1407893	G00106	null
1407894	G00107	null
1407896	G00120	GT1c
1407898	G00121	GQ1c
1407900	G00122	GP1c
1407902	G00126	GD1c
1407904	G00130	GM2alpha
1407906	G00132	GD1beta
1407908	G00140	null
1407909	G00141	null
1407910	G00142	null
1407911	G00152	null
1407912	G00154	null
1407914	G00155	null
1407916	G00156	null
1407917	G00157	null
1407919	G00158	null
1407920	G00159	null
1407921	G00160	null
1407922	G00161	null
1407923	G00163	null
1407924	G00165	null
1407927	G00170	9-O-Acetylated GT3;9-O-Ac-GT3
1407930	G00180	null
1407931	G00181	Disialosylglobopentaosylceramide;Disialosyl Gb5;V3NeuAcIV6NeuAc-Gb5Cer;Disialosylgalactosylgloboside
1407936	G00182	7-O-Acetyl-GD3;7-O-Ac-GD3;CD60c;GD3-7OAc
1407941	G00183	9-O-Acetyl-GD2;9-O-Ac-GD2
